judge,hr_coil_id,ap_plant,ap_prod_id,ap_date,ap_shift,ap_thick,ap_width,ap_line_speed
불량,A677644,1공장,A27085,2025-09-30,B,3.4,1258,37.6
불량,A679804,1공장,C92395,2025-09-02,D,3.81,1242,32.4
불량,A680124,1공장,A27274,2025-09-01,A,3.92,1257,35.9
불량,A680184,1공장,C92400,2025-09-02,D,2.92,1222,42.57
불량,A680194,1공장,C92401,2025-09-02,D,2.93,1222,42.57
불량,A680284,1공장,A27358,2025-09-02,C,3.38,1037,42.5
불량,A680304,1공장,A27359,2025-09-02,C,3.35,1038,43
불량,A680404,2공장,Y87316,2025-09-01,A,3.11,1040,45.2
불량,A680414,2공장,Y87317,2025-09-01,A,3.1,1039,46
불량,A680424,2공장,Y87318,2025-09-01,A,3.1,1039,46
불량,A680674,2공장,Y87298,2025-09-01,D,2.94,1040,50
불량,A680684,2공장,Y87299,2025-09-01,D,2.96,1040,50
불량,A681174,1공장,A27315,2025-09-01,D,3.16,1259,43.3
불량,A681564,2공장,Y87490,2025-09-03,B,4.95,1257,27.1
불량,A681704,2공장,Y87533,2025-09-04,B,3.02,1038,48.5
불량,A681804,1공장,A27378,2025-09-02,A,4.85,1037,32.4
불량,A681884,1공장,A27302,2025-09-03,D,3.4,1039,41.1
불량,A681904,1공장,A27303,2025-09-03,D,3.38,1039,42.3
불량,A682064,2공장,Y87414,2025-09-02,D,3.17,1037,47.9
불량,A682074,2공장,Y87415,2025-09-02,D,3.17,1036,48
불량,A682084,2공장,Y87416,2025-09-02,D,3.15,1036,48
불량,A682094,2공장,Y87417,2025-09-02,D,3.15,1037,48
불량,A683054,2공장,Y87613,2025-09-08,D,2.93,1037,50
불량,A683074,1공장,A27483,2025-09-03,D,4.76,1036,32.4
불량,A684394,2공장,Y87614,2025-09-08,D,2.9,1038,50
불량,A685464,2공장,Y87404,2025-09-02,A,3.11,1039,43.3
불량,A685624,1공장,A27398,2025-09-03,C,2.9,1260,43.1
불량,A685644,1공장,A27400,2025-09-03,C,2.92,1260,43.8
불량,A685654,1공장,A27401,2025-09-03,C,2.93,1259,44.2
불량,A685794,1공장,A27413,2025-09-03,C,2.92,1258,43.4
불량,A685804,1공장,A27414,2025-09-03,C,2.9,1257,43.8
불량,A685864,1공장,A27419,2025-09-03,C,2.9,1259,44.1
불량,A687754,1공장,C92533,2025-09-05,B,2.9,1243,42
불량,A688354,1공장,A27470,2025-09-03,D,4.9,1039,31.7
불량,A688544,1공장,A27469,2025-09-03,D,4.94,1039,31.6
불량,A688564,1공장,A27471,2025-09-03,D,4.9,1038,31.7
불량,A688574,1공장,A27472,2025-09-03,D,4.9,1038,32.2
불량,A688584,1공장,A27473,2025-09-03,D,4.91,1037,32.2
불량,A688594,1공장,A27474,2025-09-03,D,4.91,1038,32.2
불량,A689214,2공장,X6841,2025-09-09,B,2.89,1241,45
불량,A690494,2공장,X6905,2025-09-07,D,2.94,1022,50
불량,A690504,2공장,X6906,2025-09-07,D,2.94,1022,50
불량,A690514,2공장,X6895,2025-09-06,A,3.05,1020,43.7
불량,A690524,2공장,X6897,2025-09-06,A,2.96,1022,42
불량,A690534,2공장,X6898,2025-09-06,A,2.92,1021,45
불량,A690574,2공장,X6908,2025-09-07,D,2.95,1022,50
불량,A690664,2공장,X7013,2025-09-09,C,3.9,1022,36.8
불량,A692854,2공장,Y87841,2025-09-10,B,2.8,1258,45
불량,A693094,2공장,Y87845,2025-09-10,B,2.81,1256,50
불량,A693104,2공장,Y87844,2025-09-10,B,2.8,1258,50
불량,A694654,1공장,A27662,2025-09-07,B,4.88,1259,25.7
불량,A694664,1공장,C92723,2025-09-07,D,2.95,1244,43.6
불량,A694684,1공장,A27741,2025-09-08,D,2.84,1257,43.5
불량,A694694,1공장,A27742,2025-09-08,D,2.86,1258,43.5
불량,A694704,1공장,A27743,2025-09-08,D,2.86,1258,43.5
불량,A694784,1공장,A27747,2025-09-08,D,2.85,1258,43.4
불량,A696554,2공장,Y87886,2025-09-11,C,3.05,1038,47
불량,A696564,2공장,Y87912,2025-09-11,B,2.93,1036,50
불량,A696584,2공장,Y87887,2025-09-11,C,3.05,1038,47
불량,A696594,2공장,Y87888,2025-09-11,C,3.05,1037,47
불량,A696604,2공장,Y87889,2025-09-11,C,3.07,1037,47
불량,A696614,2공장,Y87890,2025-09-11,C,3.06,1037,47
불량,A696624,2공장,Y87891,2025-09-11,C,3.07,1036,46
불량,A696814,2공장,Y87732,2025-09-09,D,3.93,1259,37
불량,A696844,2공장,Y87798,2025-09-10,D,4.92,1262,30
불량,A697704,2공장,Y87734,2025-09-09,D,3.91,1260,37
불량,A698504,2공장,X7048,2025-09-09,B,5.75,1022,25.1
불량,A698624,2공장,Y87916,2025-09-11,B,2.92,1038,50
불량,A699394,2공장,X7097,2025-09-10,B,2.94,1222,50
불량,A699404,2공장,X7098,2025-09-10,B,2.91,1222,50
불량,A699454,2공장,Y87974,2025-09-14,D,3.03,1038,49
불량,A699674,2공장,Y87953,2025-09-14,D,4.88,1257,30
불량,A699675,2공장,Y87955,2025-09-14,D,4.88,1257,
불량,A699734,2공장,Y87896,2025-09-11,C,3.97,1260,35.5
불량,A699744,2공장,Y87864,2025-09-11,A,3.35,1259,42
불량,A700604,2공장,X7113,2025-09-11,C,3.09,1021,47
불량,A700624,2공장,X7115,2025-09-11,C,3.06,1021,45.7
불량,A700634,2공장,X7116,2025-09-11,C,3.07,1022,46.1
불량,A700644,2공장,X7117,2025-09-11,C,3.06,1021,47
불량,A701764,2공장,X7237,2025-09-14,D,2.93,1242,47
불량,A701774,2공장,X7236,2025-09-14,D,2.92,1242,50
불량,A701794,2공장,X7101,2025-09-10,B,2.92,1242,49.5
불량,A701804,2공장,X7235,2025-09-14,D,2.94,1242,50
불량,A701814,2공장,X7234,2025-09-14,D,2.94,1242,50
불량,A701824,2공장,X7233,2025-09-14,D,2.95,1242,50
불량,A701834,2공장,X7228,2025-09-14,A,2.9,1242,50
불량,A701844,2공장,X7231,2025-09-14,D,2.95,1242,50
불량,A701914,2공장,Y87955,2025-09-14,D,4.88,1258,31
불량,A701924,2공장,Y87956,2025-09-14,D,4.89,1255,31
불량,A701934,2공장,Y87957,2025-09-14,D,4.9,1255,31
불량,A701944,2공장,Y87958,2025-09-14,D,4.9,1257,31
불량,A701954,2공장,Y87959,2025-09-14,D,4.91,1256,31
불량,A702284,2공장,Y88145,2025-09-16,D,2.94,1258,49.9
불량,A702334,2공장,Y88132,2025-09-17,D,2.97,1258,45.9
불량,A702354,2공장,Y88162,2025-09-16,D,2.95,1260,45.4
불량,A702364,2공장,Y88163,2025-09-16,D,2.96,1258,49.9
불량,A702374,2공장,Y88164,2025-09-16,D,2.95,1260,25.8
불량,A702384,2공장,Y88165,2025-09-16,C,2.97,1258,45.7
불량,A702394,2공장,Y88166,2025-09-16,C,2.94,1258,48
불량,A702404,2공장,Y88167,2025-09-16,C,2.95,1257,21.6
불량,A702414,2공장,Y88168,2025-09-16,C,2.94,1257,42.57
불량,A702424,2공장,Y88169,2025-09-16,C,2.97,1258,42.57
불량,A702434,2공장,Y88170,2025-09-16,C,2.94,1257,46.8
불량,A702744,2공장,Y88481,2025-09-22,D,4.93,1258,27.5
불량,A702944,2공장,Y88268,2025-09-17,C,2.94,1257,49
불량,A702954,2공장,Y88269,2025-09-17,C,2.94,1256,49
불량,A702974,2공장,Y88270,2025-09-17,C,2.96,1256,49
불량,A702994,2공장,Y88271,2025-09-17,C,2.96,1254,49
불량,A703054,2공장,Y88172,2025-09-16,C,2.94,1256,47
불량,A703094,2공장,Y88272,2025-09-17,C,2.92,1258,49
불량,A703104,2공장,Y88173,2025-09-16,C,2.96,1258,47.8
불량,A703134,2공장,Y88273,2025-09-17,C,2.96,1258,49
불량,A703584,2공장,Y87986,2025-09-14,C,2.98,1040,48.1
불량,A703604,2공장,Y87924,2025-09-14,A,2.95,1038,50
불량,A703644,2공장,Y87927,2025-09-14,A,2.96,1040,50
불량,A703654,2공장,Y87989,2025-09-14,C,2.96,1038,48.8
불량,A703694,2공장,Y87925,2025-09-14,A,2.96,1037,50
불량,A704924,2공장,X7307,2025-09-15,C,2.94,1241,49
불량,A705094,2공장,Y88286,2025-09-18,A,2.92,1260,33
불량,A705184,2공장,Y88267,2025-09-17,C,2.92,1258,49
불량,A705724,2공장,Y88447,2025-09-22,D,4.8,1260,20.7
불량,A705734,2공장,Y88448,2025-09-22,D,4.8,1258,27.3
불량,A705764,2공장,Y88450,2025-09-22,D,4.79,1258,28.8
불량,A710354,1공장,A27850,2025-09-13,B,3.93,1257,28.9
불량,A710364,1공장,A27851,2025-09-13,D,3.91,1257,25.9
불량,A711144,2공장,Y88105,2025-09-16,B,2.88,1037,49.4
불량,A713304,2공장,Y88460,2025-09-23,C,3.3,1257,42.8
불량,A713444,2공장,Y88281,2025-09-18,B,3.34,1254,41.3
불량,A715484,2공장,Y88222,2025-09-17,B,2.9,1038,50
불량,A715524,2공장,Y88253,2025-09-17,C,3.05,1038,47
불량,A715544,2공장,Y88254,2025-09-17,C,3.04,1035,47.6
불량,A715574,2공장,Y88350,2025-09-21,D,3.05,1039,46.1
불량,A718444,2공장,Y88524,2025-09-23,D,3.05,1038,47.4
불량,A718454,2공장,Y88525,2025-09-23,D,3.06,1040,47.5
불량,A721984,2공장,Y88519,2025-09-23,D,3.06,1038,39.6
불량,A722024,2공장,Y88500,2025-09-23,D,3.07,1038,46.8
불량,A722154,2공장,Y88489,2025-09-23,B,3.03,1039,45
불량,A724014,1공장,A28352,2025-09-20,B,3.87,1037,38.3
불량,A724024,1공장,A28353,2025-09-20,B,3.88,1036,39
불량,A725744,2공장,Y88680,2025-09-25,A,2.9,1259,46.4
불량,A726234,2공장,Y88653,2025-09-25,B,3.9,1037,38
불량,A728094,1공장,A28515,2025-09-22,A,4.89,1260,30.5
불량,A730244,2공장,Y88688,2025-09-25,A,3.34,1258,42
불량,A730254,2공장,Y88687,2025-09-25,A,3.33,1258,42
불량,A730264,2공장,Y88686,2025-09-25,A,3.3,1260,42
불량,A730274,2공장,Y88690,2025-09-25,A,3.33,1258,40.7
불량,A730304,1공장,C93106,2025-09-24,B,2.95,1243,42.3
불량,A730314,1공장,C93107,2025-09-24,B,2.97,1242,42.57
불량,A730324,1공장,C93108,2025-09-24,B,2.98,1243,41.7
불량,A730354,1공장,C93111,2025-09-24,B,2.97,1243,41.1
불량,A730404,1공장,C93127,2025-09-24,B,2.93,1244,37.1
불량,A730434,1공장,C93130,2025-09-24,B,2.94,1244,37.8
불량,A730444,1공장,A28673,2025-09-23,B,3.11,1260,39.3
불량,A730454,1공장,A28674,2025-09-23,B,3.11,1259,40.5
불량,A730464,1공장,A28675,2025-09-23,B,3.13,1260,41.2
불량,A730474,1공장,A28676,2025-09-23,D,3.13,1256,41.7
불량,A730484,2공장,Y88689,2025-09-25,A,3.35,1261,40.8
불량,A730674,1공장,A28625,2025-09-23,C,3.07,1258,41
불량,A732154,2공장,Y88556,2025-09-24,C,3.32,1256,42.2
불량,A732164,2공장,Y88557,2025-09-24,C,3.28,1260,37.4
불량,A732344,1공장,C93153,2025-09-24,A,2.91,1242,43.8
불량,A732464,1공장,A28714,2025-09-24,C,2.91,1255,44.1
불량,A732624,1공장,A28698,2025-09-23,D,3.42,1258,38.9
불량,A735994,2공장,Y88631,2025-09-25,B,3.05,1038,45.7
불량,A737554,2공장,Y89130,2025-09-01,B,3.31,1256,43.8
불량,A740154,2공장,Y89031,2025-09-01,A,2.9,1039,50
불량,A740424,2공장,Y88928,2025-09-30,B,3.4,1037,42.8
불량,A740444,2공장,Y88930,2025-09-30,B,3.43,1036,43
불량,B679404,2공장,Y89434,2025-09-07,B,4.9,1039,30
불량,B679504,2공장,Y88935,2025-09-30,B,2.87,1038,50
불량,B679844,1공장,A29388,2025-09-02,B,2.92,1258,43.9
불량,B679854,1공장,A29389,2025-09-02,B,2.92,1258,43.9
불량,B679874,1공장,A29391,2025-09-02,B,2.9,1258,42.57
불량,B679894,1공장,A29393,2025-09-02,B,2.9,1258,43.9
불량,B680884,1공장,A29399,2025-09-02,B,2.9,1260,43.4
불량,B681754,1공장,A29259,2025-09-01,C,3.06,1286,37.1
불량,B682094,1공장,A29532,2025-09-05,B,2.92,1259,43.7
불량,B682124,1공장,A29535,2025-09-05,B,2.92,1258,44.2
불량,B684274,1공장,A29543,2025-09-05,B,2.88,1258,44
불량,B687904,1공장,A29560,2025-09-05,D,3.85,1261,33.8
불량,B693134,2공장,Y89504,2025-09-07,C,2.93,1038,50
불량,B694854,2공장,Y89610,2025-09-11,D,3.06,1038,45.2
불량,B695644,2공장,X8136,2025-09-08,B,2.93,1222,42.6
불량,B695754,2공장,X8121,2025-09-08,B,2.93,1222,43.3
불량,B697434,1공장,C93836,2025-09-07,C,2.92,1222,44.4
불량,B697684,2공장,Y90217,2025-09-23,A,2.91,1040,49.3
불량,B697754,2공장,Y90128,2025-09-22,D,3.05,1040,46.2
불량,B713554,1공장,A30199,2025-09-14,A,3.41,1036,41.5
불량,B716414,1공장,C4451,2025-09-23,C,3.85,1023,36.2
불량,B717374,1공장,C4603,2025-09-27,A,3.02,1020,46
불량,B717464,2공장,Y90308,2025-09-26,B,3.12,1037,44.3
불량,B717524,2공장,Y90312,2025-09-26,B,2.9,1040,50
불량,B717564,2공장,Y90313,2025-09-26,B,2.92,1036,50
불량,B717604,2공장,Y90330,2025-09-26,B,3.02,1038,46
불량,B717764,2공장,Y90288,2025-09-26,B,3.32,1257,43
불량,B717774,2공장,Y90292,2025-09-26,B,3.32,1258,43
불량,B717784,2공장,Y90289,2025-09-26,B,3.29,1257,43
불량,B717794,2공장,Y90290,2025-09-26,B,3.3,1258,43
불량,B717854,2공장,Y90293,2025-09-26,B,3.32,1258,43
불량,B717855,2공장,Y90298,2025-09-26,B,3.32,1258,
불량,B718294,2공장,X8876,2025-09-26,D,2.98,1221,45.5
불량,B718314,2공장,X8877,2025-09-26,D,2.95,1220,46.3
불량,B718324,2공장,X8878,2025-09-26,D,2.96,1220,49.2
불량,B718334,2공장,X8908,2025-09-27,B,2.94,1221,49.7
불량,B718344,2공장,X8909,2025-09-27,B,2.92,1221,49
불량,B718354,2공장,X8879,2025-09-26,D,2.94,1221,48.7
불량,B718364,2공장,X8910,2025-09-27,B,2.93,1221,49.5
불량,B718534,2공장,Y90327,2025-09-26,D,3.94,1038,38
불량,B718544,2공장,Y90328,2025-09-26,D,3.94,1038,38
불량,B718554,2공장,Y90329,2025-09-26,D,3.97,1038,37.1
불량,B718584,2공장,Y90320,2025-09-26,D,3.95,1038,35.8
불량,B718614,2공장,Y90340,2025-09-26,B,2.95,1037,50
불량,B718624,2공장,Y90333,2025-09-26,B,3.06,1037,46
불량,B718634,2공장,Y90334,2025-09-26,B,3.02,1037,46.2
불량,C676684,2공장,Y90345,2025-09-26,D,3.34,1253,40
불량,C677284,2공장,X8900,2025-09-27,B,2.94,1022,50
불량,C677514,2공장,Y90386,2025-09-26,C,3.13,1037,45.2
불량,C678214,2공장,Y90350,2025-09-26,D,3.33,1259,43
불량,C678464,2공장,Y90387,2025-09-26,C,2.95,1040,49.4
불량,C680024,2공장,Y90341,2025-09-26,D,3.39,1256,39
불량,C680114,2공장,Y90342,2025-09-26,D,3.06,1039,48
불량,C682374,2공장,X9034,2025-09-29,A,2.95,1021,50
불량,C682404,2공장,X8968,2025-09-28,B,2.94,1022,50
불량,C682424,2공장,Y90422,2025-09-27,C,3.13,1038,46.6
불량,C682724,2공장,Y90452,2025-09-28,A,3.9,1255,36.4
불량,C683404,2공장,Y90475,2025-09-28,D,3.95,1037,35.4
불량,C683414,2공장,Y90517,2025-09-29,A,3.9,1036,36
불량,C684234,2공장,Y90503,2025-09-29,B,3.92,1039,36.1
불량,C684244,2공장,Y90504,2025-09-29,B,3.91,1040,37.6
불량,C684254,2공장,Y90505,2025-09-29,B,3.92,1037,38
불량,C684264,2공장,Y90506,2025-09-29,B,3.93,1038,38
불량,C684274,2공장,Y90507,2025-09-29,B,3.93,1035,38
불량,C684294,2공장,Y90509,2025-09-29,B,2.9,1036,43.3
불량,C684374,2공장,X9146,2025-07-03,D,2.97,1004,47.2
불량,D710254,1공장,A34017,2025-07-13,B,4.89,1256,28.8
불량,D712104,1공장,A34011,2025-07-13,B,4.93,1259,28.4
불량,D712634,1공장,A34097,2025-07-14,B,3.86,1288,35.5
불량,D712844,1공장,A34046,2025-07-14,C,3.1,1258,40.7
불량,D712874,1공장,A34047,2025-07-14,C,3.14,1256,40.1
불량,D715584,1공장,A34197,2025-07-15,B,3.9,1257,36
불량,D718544,1공장,A34314,2025-07-17,C,2.91,1279,41.8
불량,D724524,1공장,A34365,2025-07-19,C,4.75,1260,28.4
불량,D725804,1공장,C7664,2025-07-21,C,5.75,1242,26.4
불량,D726554,1공장,A34542,2025-07-21,B,3.09,1039,44.2
불량,D726564,1공장,A34543,2025-07-21,B,3.1,1040,42.4
불량,D728164,2공장,Y93249,2025-07-22,B,2.85,1039,47
불량,D728174,2공장,Y93250,2025-07-22,B,2.82,1037,47
불량,E677134,1공장,A35204,2025-07-30,C,2.98,1258,42.5
불량,E691074,1공장,A35925,2025-07-10,B,2.92,1260,44.1
불량,E692854,2공장,Y93900,2025-07-06,B,3.87,1037,38
불량,E692864,2공장,Y93901,2025-07-06,B,3.86,1035,38
불량,E692874,2공장,Y93902,2025-07-06,B,3.87,1037,37.1
불량,E692894,2공장,Y93907,2025-07-06,B,3.85,1037,38
불량,E692904,2공장,Y93908,2025-07-06,B,3.87,1036,38
불량,E701054,2공장,X11967,2025-07-09,B,2.79,1242,45
불량,E701094,2공장,Y94290,2025-07-13,C,3.93,1256,36
불량,E705284,1공장,C8649,2025-07-13,C,4.85,1255,27.7
불량,E715104,2공장,X12153,2025-07-16,D,2.92,1002,45.9
불량,E730174,2공장,Y4764,2025-07-22,C,3.88,1036,36.7
불량,E738114,2공장,Y4997,2025-07-27,C,3.88,1037,36
불량,E740414,2공장,X12602,2025-07-31,B,3.08,1241,43.4
불량,E740534,1공장,A37398,2025-07-30,B,3.1,1255,39.6
불량,E743304,2공장,X12596,2025-07-28,B,2.91,1018,49
불량,E743314,2공장,X12597,2025-07-28,B,2.91,1018,49
불량,E743344,2공장,X12600,2025-07-28,B,2.91,1018,49
불량,E743474,1공장,A37294,2025-07-28,B,3.86,1037,36.7
불량,F676574,1공장,A37275,2025-07-28,C,3.85,1256,34.5
불량,F678834,2공장,Y5132,2025-07-29,D,3.33,1260,44.1
불량,F681294,1공장,A37604,2025-07-02,A,4.86,1037,30.9
불량,F681354,1공장,A37611,2025-07-02,A,3.9,1036,39.8
불량,F683284,2공장,X12725,2025-07-31,A,2.88,1042,42.7
불량,F684494,1공장,A37605,2025-07-02,A,4.87,1035,31.5
불량,F692034,1공장,A37884,2025-07-06,B,2.89,1290,43.2
불량,F692044,1공장,A37881,2025-07-06,B,3.07,1287,43.1
불량,F693214,1공장,A37902,2025-07-06,B,4.93,1256,28.5
불량,F693224,1공장,A37901,2025-07-06,B,3.89,1259,34.7
불량,F697734,2공장,Y5581,2025-07-06,A,2.93,1038,50
불량,F699214,2공장,X12973,2025-07-10,A,2.91,1241,48
불량,F700264,1공장,A38382,2025-07-12,B,4.83,1258,28
불량,F700684,1공장,A38160,2025-07-09,A,3.02,1290,42.1
불량,F704864,1공장,A38462,2025-07-13,A,3.12,1262,44.2
불량,F705474,2공장,Y5972,2025-07-12,A,2.9,1039,50
불량,F709114,1공장,C10240,2025-07-19,B,2.91,1244,43.8
불량,F709404,2공장,Y6338,2025-07-20,B,2.82,1262,44.2
불량,F709934,2공장,Y6061,2025-07-14,D,2.86,1040,47
불량,F711514,1공장,A38602,2025-07-15,B,3.11,1257,42.2
불량,F713514,1공장,C10283,2025-07-20,A,2.87,1268,44.1
불량,F717184,1공장,A38756,2025-07-17,D,4.89,1260,25.9
불량,F717324,1공장,C10462,2025-07-19,B,2.87,1242,42.57
불량,F720024,1공장,A39015,2025-07-21,A,4.9,1035,32.8
불량,F720044,1공장,A39017,2025-07-21,A,4.9,1036,33.3
불량,F720054,1공장,A39018,2025-07-21,A,4.89,1037,33.7
불량,F720064,1공장,A39019,2025-07-21,A,4.88,1036,33.1
불량,F720114,1공장,A39021,2025-07-21,A,4.88,1036,32.6
불량,F720124,1공장,A39022,2025-07-21,A,4.89,1037,33.1
불량,F723984,1공장,A39011,2025-07-20,B,3.09,1258,43.8
불량,F723994,1공장,A39012,2025-07-20,B,3.09,1258,42.57
불량,F724894,1공장,C10597,2025-07-21,B,2.91,1241,42.1
불량,F724934,1공장,C10605,2025-07-21,B,2.91,1241,43.8
불량,F726124,1공장,C10613,2025-07-21,B,2.9,1239,10.2
불량,F728174,1공장,A39244,2025-07-24,B,3.4,1258,40.6
불량,F728404,1공장,A39263,2025-07-24,B,2.92,1260,42.3
불량,F728514,1공장,A39267,2025-07-24,B,2.91,1260,43.8
불량,U681084,1공장,A14748,2025-08-02,A,2.9,1259,42.1
불량,U681124,1공장,A14760,2025-08-02,A,2.89,1259,38.2
불량,U681154,1공장,A14763,2025-08-02,C,2.91,1259,42.3
불량,U681184,1공장,A14765,2025-08-02,C,2.91,1258,43.7
불량,U681194,1공장,A14750,2025-08-02,A,2.85,1260,42.2
불량,U681204,1공장,A14749,2025-08-02,A,2.9,1260,42
불량,U681224,1공장,A14744,2025-08-02,A,2.92,1260,42.6
불량,U681244,1공장,A14766,2025-08-02,C,2.91,1258,43.7
불량,U681914,2공장,Y76640,2025-08-03,B,2.93,1039,50
불량,U689104,1공장,A14958,2025-08-04,A,2.91,1259,41.6
불량,U689114,1공장,A14959,2025-08-04,A,3.4,1255,37
불량,U689144,1공장,A14962,2025-08-04,A,3.4,1252,37.6
불량,U689704,1공장,A14966,2025-08-04,A,2.88,1258,42.4
불량,U689794,2공장,Y76740,2025-08-04,B,3.34,1255,43.5
불량,U689804,2공장,Y76741,2025-08-04,B,3.34,1253,43
불량,U691614,1공장,A15179,2025-08-07,B,3.88,1261,33.2
불량,U691984,1공장,A15050,2025-08-05,A,4.9,1255,27.3
불량,U694574,2공장,Y77041,2025-08-10,D,3.03,1040,46
불량,U694584,2공장,Y77042,2025-08-10,D,3.04,1039,48
불량,U694654,2공장,Y77049,2025-08-10,D,3.02,1040,48
불량,U694784,1공장,A15154,2025-08-07,C,2.83,1258,43
불량,U694964,1공장,A15140,2025-08-07,C,3.04,1258,39.6
불량,U697164,1공장,A15160,2025-08-07,C,2.85,1260,43.5
불량,U697174,1공장,A15161,2025-08-07,C,2.9,1259,43.6
불량,U697184,1공장,A15162,2025-08-07,C,2.91,1257,43.2
불량,U697874,1공장,A15223,2025-08-07,D,3.86,1036,38
불량,U698064,1공장,A15172,2025-08-07,B,3.35,1257,38.6
불량,U700204,1공장,A15494,2025-08-11,D,3.92,1258,34
불량,U700394,1공장,A15423,2025-08-10,B,2.87,1257,42.9
불량,U700404,1공장,A15424,2025-08-10,B,2.86,1258,43.1
불량,U700464,1공장,A15466,2025-08-10,A,3.11,1255,41
불량,U700994,1공장,A15784,2025-08-16,A,4.88,1044,31.5
불량,U703344,1공장,A15539,2025-08-11,B,3.9,1258,33.8
불량,U705704,2공장,Y77190,2025-08-11,B,3.41,1035,42.57
불량,U708124,2공장,Y77298,2025-08-14,B,2.96,1038,50
불량,U713034,1공장,A16046,2025-08-18,D,4.9,1037,30.4
불량,U713074,2공장,X90205,2025-08-16,B,4.96,1038,29.7
불량,U713084,1공장,A16045,2025-08-18,D,4.9,1039,27.9
불량,U713494,1공장,A15758,2025-08-15,B,2.92,1256,43.7
불량,U714034,1공장,A15810,2025-08-16,A,3.85,1037,37.8
불량,U715294,1공장,A16048,2025-08-18,C,4.9,1035,30.2
불량,U716754,2공장,Y77518,2025-08-17,A,3.34,1257,40.5
불량,U716904,1공장,A15919,2025-08-17,B,3.9,1255,34.3
불량,U717154,2공장,Y77616,2025-08-17,B,3.36,1259,41.5
불량,U717164,2공장,Y77617,2025-08-18,A,3.33,1258,33.6
불량,U718354,1공장,A15968,2025-08-17,B,4.84,1036,26.6
불량,U718364,1공장,A15969,2025-08-17,B,4.83,1038,30.1
불량,U718374,1공장,A15970,2025-08-17,B,4.87,1037,30.9
불량,U718384,1공장,A15971,2025-08-17,B,4.87,1037,31.7
불량,U718394,1공장,A15972,2025-08-17,B,4.86,1036,31.8
불량,U718414,1공장,A15974,2025-08-17,B,4.86,1037,31.2
불량,U719554,1공장,A15977,2025-08-17,B,4.87,1035,31.3
불량,U719564,1공장,A15978,2025-08-17,B,4.87,1035,31.8
불량,U720274,1공장,C85034,2025-08-20,D,2.92,1222,32.7
불량,U724124,1공장,A16289,2025-08-21,C,3.88,1256,34.7
불량,U724474,2공장,Y77784,2025-08-21,B,3.07,1039,45.8
불량,U725444,1공장,A16253,2025-08-21,D,4.91,1257,27.9
불량,U725454,1공장,A16254,2025-08-21,D,4.92,1257,27.7
불량,U725544,1공장,A16240,2025-08-21,D,3.07,1256,21.7
불량,U726494,2공장,Y77852,2025-08-22,B,3.32,1257,38.8
불량,U726504,2공장,Y77853,2025-08-22,B,3.32,1256,39.4
불량,U726514,2공장,Y77854,2025-08-22,B,3.32,1254,40
불량,U726874,2공장,Y77930,2025-08-22,C,3.85,1255,35.5
불량,U727194,2공장,Y77900,2025-08-22,C,3.04,1038,47
불량,U727604,1공장,A16438,2025-08-24,B,4.87,1257,27.1
불량,U729174,1공장,A16351,2025-08-23,A,3.06,1259,38.7
불량,U729744,1공장,A16414,2025-08-24,B,4.85,1037,30.6
불량,U729754,1공장,A16419,2025-08-24,B,4.86,1038,30.5
불량,U729764,1공장,A16418,2025-08-24,B,4.85,1038,31
불량,U732474,1공장,A16466,2025-08-24,A,3.9,1259,33.7
불량,U733664,2공장,Y78127,2025-08-25,A,3.89,1254,30.6
불량,U734284,1공장,C85201,2025-08-26,D,3.08,1240,28.7
불량,U734304,1공장,C85203,2025-08-26,D,3.07,1240,37.3
불량,U735494,1공장,A16601,2025-08-25,D,3.09,1259,41.8
불량,U739254,1공장,C85270,2025-08-28,A,2.99,1020,42.4
불량,U739264,1공장,C85271,2025-08-28,A,3.02,1021,42.4
불량,U739934,2공장,Y78446,2025-08-01,C,2.88,1260,39.9
불량,U740584,1공장,A16773,2025-08-28,A,2.86,1040,43.7
불량,U740664,1공장,A16822,2025-08-28,A,4.86,1039,30.3
불량,U740674,1공장,A16823,2025-08-28,A,4.9,1036,31.4
불량,U743464,1공장,A16923,2025-08-30,D,3.37,1257,19.9
불량,U743824,2공장,Y78536,2025-08-19,A,3.06,1003,46.6
불량,V676684,1공장,A16946,2025-08-30,B,2.89,1257,43.3
불량,V677324,2공장,Y78417,2025-08-01,D,2.93,1040,49.8
불량,V677484,2공장,Y78324,2025-08-31,D,2.94,1039,49.3
불량,V680004,1공장,A18551,2025-08-20,D,3.15,1257,41.2
불량,V680714,1공장,C85415,2025-08-31,A,3.11,1241,42.9
불량,V681604,1공장,A17085,2025-08-31,B,2.89,1260,43.9
불량,V682974,1공장,A17170,2025-08-01,A,3.84,1256,34.6
불량,V682984,1공장,A17171,2025-08-01,A,3.81,1257,34.7
불량,V683024,1공장,A17175,2025-08-01,A,3.84,1255,34.5
불량,V683034,1공장,A17176,2025-08-01,A,3.82,1257,35
불량,V683154,1공장,A17164,2025-08-01,A,3.01,1256,42.4
불량,V689764,2공장,X91042,2025-08-05,A,3.12,1241,42.8
불량,V695484,1공장,A17484,2025-08-06,D,4.86,1259,26.4
불량,V695494,1공장,A17468,2025-08-06,A,3.86,1259,32.7
불량,V695564,1공장,A17552,2025-08-07,A,2.85,1260,43.4
불량,V695634,2공장,Y79151,2025-08-13,B,3.28,1257,40.6
