judge,hr_coil_id,ap_plant,ap_prod_id,ap_date,ap_shift,ap_thick,ap_width,ap_line_speed
양품,A711884,2공장,Y88660,2025-09-25,A,2.92,1038,48
양품,A711894,2공장,Y88219,2025-09-17,D,2.95,1037,50
양품,A711904,2공장,Y88661,2025-09-25,B,2.93,1038,42.57
양품,A711914,2공장,Y88220,2025-09-17,D,2.95,1038,49.7
양품,A711924,2공장,Y88751,2025-09-26,D,2.94,1038,48.2
양품,A711934,2공장,Y88484,2025-09-23,C,3.14,1034,47
양품,A711944,1공장,A28347,2025-09-20,B,3.08,1036,42.57
양품,A711954,1공장,A28348,2025-09-20,B,3.07,1035,43.4
양품,A711964,2공장,Y88483,2025-09-23,C,3.12,1036,45.5
양품,A711994,2공장,Y88196,2025-09-17,B,3.05,1037,44.7
양품,A712034,1공장,A30261,2025-09-17,D,3.92,1036,33.4
양품,A712044,1공장,A30262,2025-09-17,D,3.97,1036,35.5
양품,A712054,1공장,A30263,2025-09-17,D,3.96,1036,36.5
양품,A712134,1공장,A30267,2025-09-17,C,3.9,1037,37.9
양품,A712144,1공장,A30268,2025-09-17,C,3.9,1038,38.5
양품,A712154,2공장,Y88662,2025-09-25,B,2.9,1038,47.3
양품,A712194,1공장,A27881,2025-09-14,A,4.85,1037,32
양품,A712204,1공장,A27882,2025-09-14,A,4.9,1038,32
양품,A712234,1공장,A27883,2025-09-14,A,4.88,1037,32
양품,A713284,2공장,Y88200,2025-09-17,B,3.31,1260,42.8
양품,A713294,2공장,Y88280,2025-09-18,B,3.32,1257,41.7
양품,A713384,1공장,A28017,2025-09-15,A,2.79,1257,43.7
양품,A713464,1공장,A28028,2025-09-15,A,2.9,1257,43.7
양품,A713474,1공장,A28041,2025-09-15,C,2.92,1258,42.7
양품,A713484,1공장,A28042,2025-09-15,C,2.93,1257,42.7
양품,A713514,1공장,C92884,2025-09-16,C,2.9,1241,42.7
양품,A713524,1공장,C92883,2025-09-16,D,2.87,1241,42.7
양품,A713544,1공장,A27979,2025-09-14,C,3.83,1256,34
양품,A713554,1공장,A27980,2025-09-14,C,3.84,1259,23.2
양품,A713564,1공장,A27981,2025-09-14,C,3.83,1257,27.2
양품,A713574,1공장,A28024,2025-09-15,D,3.85,1258,33.6
양품,A713584,1공장,A28023,2025-09-15,A,3.81,1257,35.2
양품,A713594,2공장,Y88282,2025-09-18,A,3.32,1258,43
양품,A713604,2공장,Y88297,2025-09-18,A,3.33,1257,42.57
양품,A713614,2공장,Y88201,2025-09-17,B,3.33,1259,43
양품,A713624,2공장,Y88298,2025-09-18,A,3.36,1258,30.3
양품,A713634,2공장,Y88299,2025-09-18,A,3.31,1257,42.2
양품,A713644,2공장,Y88300,2025-09-18,A,3.32,1257,43.2
양품,A715444,2공장,X7324,2025-09-15,C,2.9,1022,50
양품,A715454,2공장,X7325,2025-09-15,C,2.89,1023,50
양품,A715464,2공장,X7388,2025-09-17,D,2.92,1023,47.4
양품,A715474,2공장,Y88362,2025-09-21,D,3.04,1036,46.6
양품,A715504,2공장,Y88325,2025-09-18,C,3.01,1035,47.1
양품,A715514,2공장,Y88347,2025-09-21,D,3.04,1035,47
양품,A715534,2공장,Y88348,2025-09-21,D,3.02,1037,47
양품,A715554,2공장,Y88349,2025-09-21,D,3.04,1037,43.2
양품,A715564,2공장,Y88192,2025-09-17,B,3.05,1038,45
양품,A715584,2공장,Y88193,2025-09-17,B,3.06,1039,45.8
양품,A715614,1공장,A30660,2025-09-22,D,3.88,1259,33.7
양품,A715624,1공장,A30661,2025-09-22,D,3.86,1260,33.3
양품,A716184,1공장,A28306,2025-09-19,A,2.9,1260,42.2
양품,A716194,1공장,A28075,2025-09-16,B,2.9,1261,41.5
양품,A716204,1공장,A28074,2025-09-16,B,2.9,1256,41.5
양품,A716234,1공장,C92885,2025-09-17,D,2.92,1221,42.1
양품,A716274,1공장,A28069,2025-09-15,C,2.88,1260,41.8
양품,A716284,1공장,A28045,2025-09-15,C,2.93,1261,43.9
양품,A716294,1공장,A28073,2025-09-16,D,2.92,1260,39.8
양품,A716304,1공장,A28046,2025-09-15,C,2.94,1258,44
양품,A716314,1공장,A28072,2025-09-16,B,2.92,1260,41.5
양품,A716324,1공장,A28047,2025-09-15,C,2.9,1260,43.7
양품,A716334,1공장,A28071,2025-09-16,B,2.91,1257,40.4
양품,A716344,1공장,A28048,2025-09-15,C,2.92,1259,43
양품,A716354,1공장,A28070,2025-09-15,C,2.88,1257,39.7
양품,A716364,1공장,A28049,2025-09-15,C,2.92,1258,42.3
양품,A716374,1공장,A28050,2025-09-15,C,2.92,1260,42.3
양품,A716384,1공장,A28051,2025-09-15,C,2.9,1260,42.4
양품,A716394,1공장,A28052,2025-09-15,C,2.87,1260,43
양품,A716404,1공장,A28053,2025-09-15,C,2.9,1260,43.1
양품,A716414,1공장,A28054,2025-09-15,C,2.88,1260,43.2
양품,A716424,1공장,A28055,2025-09-15,C,2.93,1257,43.1
양품,A716434,1공장,A28056,2025-09-15,C,2.91,1258,43.1
양품,A716444,1공장,A28057,2025-09-15,C,2.94,1258,42
양품,A716454,1공장,A28058,2025-09-15,C,2.94,1260,42.2
양품,A716464,1공장,A28059,2025-09-15,C,2.93,1258,42.7
양품,A716474,1공장,A28060,2025-09-15,C,2.93,1258,42
양품,A716484,1공장,A28061,2025-09-15,C,2.93,1258,42
양품,A716494,1공장,A28062,2025-09-15,C,2.92,1260,42
양품,A716504,1공장,A28063,2025-09-15,C,2.87,1260,41.5
양품,A716634,1공장,A28167,2025-09-17,D,3.81,1039,37.1
양품,A716644,1공장,A28168,2025-09-17,D,3.85,1038,37.5
양품,A716654,1공장,A28173,2025-09-17,D,3.83,1037,38.4
양품,A716704,2공장,Y88371,2025-09-22,C,3.08,1037,45.6
양품,A716714,2공장,Y88370,2025-09-22,C,3.14,1038,46.8
양품,A716724,2공장,Y88585,2025-09-24,B,3.03,1038,45.5
양품,A716734,2공장,Y89840,2025-09-14,A,3.02,1040,42.2
양품,A716744,2공장,Y90129,2025-09-22,D,3.04,1039,48
양품,A716754,2공장,Y90130,2025-09-22,D,3.04,1039,48
양품,A716764,2공장,Y90131,2025-09-22,D,3.05,1039,45.5
양품,A716774,2공장,Y90132,2025-09-22,D,3.06,1039,47
양품,A716784,2공장,Y90172,2025-09-22,B,3.02,1038,47
양품,A716794,2공장,Y90113,2025-09-19,B,3.05,1038,47
양품,A716804,2공장,Y90133,2025-09-22,D,3.13,1037,42.8
양품,A716834,1공장,A28177,2025-09-17,D,3.83,1035,37.7
양품,A716844,1공장,A28175,2025-09-17,D,3.86,1035,38.9
양품,A716854,1공장,A28174,2025-09-17,D,3.83,1036,38.8
양품,A716864,1공장,A28137,2025-09-17,B,4.75,1259,29.1
양품,A716874,1공장,A28138,2025-09-17,B,4.77,1259,28.7
양품,A716884,1공장,A28139,2025-09-17,B,4.78,1258,27.9
양품,A716894,1공장,A30662,2025-09-22,D,3.87,1259,33.4
양품,A716904,1공장,A30663,2025-09-22,D,3.9,1258,33.5
양품,A716914,1공장,A30218,2025-09-14,A,3.4,1256,42.57
양품,A716964,1공장,A28188,2025-09-22,A,2.9,1257,39.2
양품,A716974,1공장,A28189,2025-09-17,C,2.92,1258,41.9
양품,A716984,1공장,A28190,2025-09-17,C,2.93,1258,42.8
양품,A716994,1공장,A28191,2025-09-17,C,2.88,1260,43.8
양품,A717004,1공장,A28307,2025-09-19,A,2.9,1260,43.1
양품,A717014,1공장,A28127,2025-09-17,B,2.85,1258,42.6
양품,A717024,1공장,A28192,2025-09-17,C,2.9,1260,44
양품,A717034,1공장,A28126,2025-09-19,B,2.91,1259,42.1
양품,A717044,1공장,A28193,2025-09-17,C,2.9,1260,43.3
양품,A717054,1공장,A28194,2025-09-17,C,2.93,1260,41.7
양품,A717064,1공장,A28195,2025-09-17,C,2.92,1260,41.8
양품,A717074,1공장,A28196,2025-09-17,C,2.93,1260,42
양품,A717084,1공장,A28197,2025-09-17,C,2.92,1260,42.57
양품,A717094,1공장,A28198,2025-09-17,C,2.92,1260,43.3
양품,A717104,1공장,A28199,2025-09-17,C,2.92,1257,43.6
양품,A717114,1공장,A28200,2025-09-20,A,2.9,1259,41.2
양품,A717164,1공장,A28125,2025-09-18,B,2.91,1257,36.5
양품,A717174,1공장,A28124,2025-09-17,B,2.9,1257,43
양품,A717184,1공장,A28123,2025-09-17,D,2.92,1260,38.1
양품,A717194,1공장,A28122,2025-09-17,B,2.91,1260,43.4
양품,A717204,1공장,A28121,2025-09-17,B,2.9,1260,44.2
양품,A717214,1공장,A28120,2025-09-17,B,2.93,1260,44.2
양품,A717224,1공장,A28119,2025-09-17,B,2.91,1258,43.4
양품,A717234,1공장,A28128,2025-09-17,B,2.91,1259,42.7
양품,A717244,1공장,A28115,2025-09-17,B,2.92,1260,42.7
양품,A717254,1공장,A28118,2025-09-17,B,2.9,1259,43.3
양품,A717264,1공장,A28117,2025-09-17,B,2.9,1258,43.7
양품,A717274,1공장,A28116,2025-09-17,B,2.9,1258,42.9
양품,A717284,1공장,A28201,2025-09-20,D,2.92,1258,42.5
양품,A717294,1공장,A28202,2025-09-17,C,2.93,1258,43.8
양품,A717304,1공장,A28203,2025-09-17,C,2.94,1258,43.7
양품,A717314,1공장,A28204,2025-09-17,C,2.93,1258,43
양품,A717324,1공장,A28205,2025-09-17,C,2.95,1259,42.4
양품,A717334,1공장,A28206,2025-09-20,A,2.9,1259,42
양품,A717344,1공장,A28207,2025-09-17,C,2.93,1259,42.9
양품,A717354,1공장,A28208,2025-09-17,C,2.93,1260,42.5
양품,A717574,1공장,A28140,2025-09-17,B,4.76,1037,30.2
양품,A717584,1공장,A28169,2025-09-17,D,3.86,1038,37.7
양품,A717594,1공장,A28170,2025-09-17,D,3.85,1039,38.1
양품,A717604,1공장,A28171,2025-09-17,D,3.86,1038,37.9
양품,A717614,1공장,A30269,2025-09-17,C,3.9,1038,38.7
양품,A717624,2공장,Y89991,2025-09-19,B,2.93,1038,50
양품,A717634,2공장,Y90173,2025-09-22,B,2.92,1038,50
양품,A717644,2공장,Y89992,2025-09-19,B,2.9,1038,50
양품,A717654,2공장,Y89993,2025-09-18,C,2.93,1038,50
양품,A717664,2공장,Y90273,2025-09-23,C,2.92,1039,44.9
양품,A717674,2공장,Y90174,2025-09-22,B,2.93,1038,50
양품,A717684,2공장,Y89966,2025-09-18,D,3.04,1040,43.3
양품,A717694,2공장,Y90114,2025-09-19,B,3.05,1039,47
양품,A717704,2공장,Y88594,2025-09-24,B,3.12,1038,45
양품,A717714,2공장,Y88595,2025-09-24,B,3.12,1036,46.2
양품,A717734,2공장,Y88516,2025-09-23,D,3.06,1039,44
양품,A717744,2공장,Y88541,2025-09-24,C,3.06,1040,46.2
양품,A717834,1공장,A28134,2025-09-17,B,3.9,1258,35.1
양품,A717844,1공장,A28136,2025-09-17,B,3.9,1259,34.4
양품,A717854,1공장,A28133,2025-09-17,B,3.37,1257,39.4
양품,A717864,1공장,A28107,2025-09-18,B,3.1,1307,35.7
양품,A717874,1공장,A28108,2025-09-16,C,3.05,1308,40.8
양품,A717884,1공장,A28109,2025-09-16,C,3.07,1308,40
양품,A717894,1공장,A28110,2025-09-17,B,3.07,1308,39.4
양품,A718014,1공장,C92948,2025-09-17,D,2.93,1242,42.5
양품,A718024,1공장,C92949,2025-09-17,D,2.96,1243,41.5
양품,A718034,1공장,C92950,2025-09-17,D,2.92,1243,42.2
양품,A718094,1공장,C92953,2025-09-17,D,2.95,1222,38.1
양품,A718104,1공장,C92954,2025-09-17,C,2.96,1222,42.2
양품,A718114,1공장,A28211,2025-09-17,C,2.92,1258,42.6
양품,A718124,1공장,A28212,2025-09-20,D,2.92,1258,43
양품,A718134,1공장,A28213,2025-09-17,C,2.91,1260,43.8
양품,A718194,1공장,A28149,2025-09-18,B,2.93,1260,41.2
양품,A718204,1공장,A28141,2025-09-17,B,4.95,1257,28.3
양품,A718224,1공장,A28142,2025-09-17,B,4.97,1258,27.1
양품,A718234,1공장,A28135,2025-09-17,B,3.92,1255,34.8
양품,A718244,1공장,A28152,2025-09-17,D,3.94,1254,33
양품,A718344,2공장,Y88331,2025-09-18,C,3.16,1034,23.1
양품,A718354,2공장,Y88330,2025-09-18,C,3.13,1036,47
양품,A718364,2공장,Y88328,2025-09-18,C,3.12,1034,47
양품,A718374,2공장,X7464,2025-09-25,B,3.13,1036,42.6
양품,A718384,2공장,Y88326,2025-09-18,C,3.14,1037,40.5
양품,A718394,2공장,Y88329,2025-09-18,C,3.14,1037,47
양품,A718424,2공장,Y88327,2025-09-18,C,3.15,1035,47
양품,A718464,2공장,Y89354,2025-09-06,B,3.03,1037,48.8
양품,A718474,2공장,Y89355,2025-09-06,B,3.05,1038,49
양품,A718484,2공장,Y89356,2025-09-06,D,3.04,1036,49
양품,A718504,2공장,Y88526,2025-09-23,D,2.87,1040,49.3
양품,A718514,2공장,Y88527,2025-09-23,D,2.87,1039,49
양품,A718524,2공장,Y88528,2025-09-24,B,2.86,1039,48.7
양품,A718534,2공장,Y88529,2025-09-23,D,2.87,1040,46.6
양품,A718544,2공장,Y88530,2025-09-23,D,2.87,1040,47.9
양품,A718554,1공장,A28247,2025-09-18,C,4.8,1035,28.7
양품,A718564,1공장,A28248,2025-09-18,C,4.91,1036,28.7
양품,A718574,1공장,A28249,2025-09-18,C,4.9,1036,28.9
양품,A718714,2공장,Y88745,2025-09-26,D,2.93,1041,34.3
양품,A718724,2공장,Y88418,2025-09-22,A,2.89,1039,49.9
양품,A718734,2공장,Y90134,2025-09-22,D,2.93,1039,50
양품,A718744,2공장,Y90135,2025-09-22,D,2.93,1039,49.9
양품,A718754,2공장,Y90136,2025-09-22,D,2.93,1039,50
양품,A718764,2공장,Y90137,2025-09-22,D,2.93,1039,49.9
양품,A718774,2공장,Y88421,2025-09-22,A,2.88,1039,49
양품,A718784,2공장,Y88409,2025-09-22,A,2.93,1040,50
양품,A718794,2공장,Y90176,2025-09-22,B,2.93,1038,50
양품,A718804,2공장,Y88332,2025-09-18,C,2.9,1040,42.3
양품,A718814,2공장,Y88419,2025-09-22,A,2.9,1040,49.8
양품,A718854,1공장,A28244,2025-09-18,C,3.94,1257,34.3
양품,A718864,1공장,A28261,2025-09-19,A,3.36,1260,36.9
양품,A718874,1공장,A28312,2025-09-19,D,2.9,1262,43.6
양품,A718884,1공장,A28313,2025-09-19,D,2.92,1259,43.5
양품,A718894,1공장,A28314,2025-09-19,D,2.92,1258,43.4
양품,A718904,1공장,A28311,2025-09-19,D,2.92,1258,43.1
양품,A718914,1공장,A28315,2025-09-19,D,2.92,1257,42.7
양품,A718924,1공장,A28317,2025-09-19,D,2.91,1259,43.3
양품,A718934,1공장,A28319,2025-09-19,D,2.93,1260,42.9
양품,A718944,1공장,A28316,2025-09-19,D,2.92,1260,43
양품,A718954,1공장,A30471,2025-09-20,B,2.92,1259,42.3
양품,A718964,1공장,A30472,2025-09-19,B,2.9,1258,44.2
양품,A718974,1공장,A30473,2025-09-19,B,2.89,1258,44.2
양품,A718984,1공장,A30474,2025-09-19,B,2.89,1258,44.2
양품,A718994,1공장,A29493,2025-09-03,C,2.88,1260,43.4
양품,A719004,1공장,A30478,2025-09-20,A,2.88,1257,43.1
양품,A719014,1공장,A30479,2025-09-20,A,2.9,1258,44
양품,A719024,1공장,A30480,2025-09-20,A,2.91,1257,42.9
양품,A719034,1공장,A30481,2025-09-20,A,2.89,1257,42.4
양품,A719044,1공장,A30482,2025-09-20,C,2.91,1258,40
양품,A719054,1공장,A28214,2025-09-17,C,2.86,1260,43.8
양품,A719064,1공장,A28215,2025-09-17,C,2.92,1260,42
양품,A719074,1공장,A28216,2025-09-17,C,2.93,1260,40.9
양품,A719084,1공장,A28217,2025-09-18,B,2.9,1260,36.8
양품,A719094,1공장,A28259,2025-09-20,A,2.9,1255,42.8
양품,A719624,1공장,C92951,2025-09-22,A,2.93,1024,50
양품,A719794,2공장,Y88358,2025-09-21,D,3.03,1040,47.7
양품,A719804,2공장,Y88359,2025-09-21,D,3.05,1039,48.1
양품,A719814,2공장,Y88360,2025-09-21,D,3.05,1038,49
양품,A719834,2공장,Y88410,2025-09-22,A,2.92,1038,50
양품,A719844,2공장,Y88417,2025-09-22,A,2.92,1036,42.57
양품,A719854,2공장,Y88411,2025-09-22,A,2.94,1039,50
양품,A719864,2공장,Y88412,2025-09-22,A,2.93,1039,50
양품,A719954,1공장,A30307,2025-09-17,C,3.86,1260,35.2
양품,A719964,1공장,A30308,2025-09-17,A,3.89,1260,36.3
양품,A719974,1공장,A30309,2025-09-17,A,3.9,1259,36.7
양품,A720314,1공장,C93010,2025-09-19,D,2.88,1242,42.7
양품,A720324,1공장,C93011,2025-09-19,D,2.91,1242,43
양품,A720334,1공장,C92999,2025-09-19,B,2.87,1241,42.8
양품,A720344,1공장,C93012,2025-09-19,D,2.9,1242,43.6
양품,A720354,1공장,C93000,2025-09-19,D,2.9,1241,43.9
양품,A720364,1공장,C93013,2025-09-19,D,2.93,1242,43
양품,A720374,1공장,C93001,2025-09-19,D,2.9,1242,44.3
양품,A720384,1공장,C93014,2025-09-19,D,2.88,1242,44.2
양품,A720394,1공장,C93017,2025-09-19,D,2.92,1242,43.9
양품,A720404,1공장,C93018,2025-09-19,D,2.92,1242,43.1
양품,A720414,1공장,C93015,2025-09-19,D,2.9,1242,43.7
양품,A720424,1공장,C93016,2025-09-19,D,2.93,1242,43.1
양품,A720434,1공장,C93002,2025-09-19,D,2.9,1243,43.8
양품,A720444,1공장,C93003,2025-09-19,D,2.92,1242,43.7
양품,A720454,1공장,C93028,2025-09-19,D,2.92,1243,43.4
양품,A720464,1공장,A28339,2025-09-21,A,2.91,1261,42.5
양품,A720474,1공장,A28320,2025-09-19,D,2.94,1260,43.3
양품,A720484,1공장,A28402,2025-09-20,D,2.94,1260,42.2
양품,A720494,1공장,A28403,2025-09-20,D,2.92,1260,42.3
양품,A720504,1공장,A28404,2025-09-20,D,2.91,1259,42.57
양품,A720514,1공장,A28242,2025-09-21,A,2.9,1260,42.6
양품,A720524,1공장,A28405,2025-09-21,A,2.9,1259,44.1
양품,A720534,1공장,A28406,2025-09-21,A,2.95,1259,43.9
양품,A720544,1공장,A28447,2025-09-21,D,2.91,1260,42.57
양품,A720554,1공장,A28407,2025-09-21,A,2.95,1260,43.4
양품,A720564,1공장,A28408,2025-09-20,D,2.92,1259,42.5
양품,A720574,1공장,A28340,2025-09-20,B,2.93,1259,43.9
양품,A720584,1공장,A28409,2025-09-20,D,2.93,1260,43
양품,A720594,1공장,A28410,2025-09-21,A,2.9,1260,41.9
양품,A720604,1공장,A28411,2025-09-21,A,2.91,1260,41.8
양품,A720614,1공장,A28241,2025-09-18,C,2.95,1258,43
양품,A720624,1공장,A28341,2025-09-21,A,2.9,1261,43.4
양품,A720634,1공장,A28412,2025-09-21,A,2.95,1260,41.9
양품,A720644,1공장,A28413,2025-09-21,A,2.9,1259,41.9
양품,A720654,1공장,A28414,2025-09-21,A,2.95,1259,41.8
양품,A720664,1공장,A28415,2025-09-20,D,2.94,1259,43.3
양품,A720674,1공장,A28416,2025-09-21,A,2.9,1259,43.1
양품,A720844,2공장,X7520,2025-09-23,B,2.92,1023,50
양품,A720854,2공장,X7521,2025-09-23,B,2.93,1023,50
양품,A720864,2공장,X7549,2025-09-23,D,2.96,1023,49.5
양품,A720874,2공장,X7522,2025-09-23,B,2.93,1023,50
양품,A720884,2공장,X7554,2025-09-24,B,2.94,1023,49
양품,A720894,2공장,X7523,2025-09-23,B,2.94,1023,50
양품,A720904,2공장,X7555,2025-09-24,B,2.95,1023,49
양품,A720914,2공장,X7550,2025-09-23,D,2.97,1023,50
양품,A720924,2공장,X7524,2025-09-23,B,2.96,1023,48.3
양품,A720944,1공장,C93066,2025-09-22,C,3.86,1023,38.9
양품,A720954,1공장,C93067,2025-09-22,C,3.85,1022,38.4
양품,A720964,1공장,C93068,2025-09-22,C,3.82,1023,38.4
양품,A721024,1공장,A28349,2025-09-20,B,3.88,1038,34.5
양품,A721034,1공장,A28350,2025-09-20,B,3.85,1037,33.6
양품,A721044,2공장,Y88365,2025-09-21,D,3.02,1039,47
양품,A721054,2공장,Y88493,2025-09-23,C,3.05,1040,48.7
양품,A721064,2공장,Y88366,2025-09-21,D,3.04,1037,47.7
양품,A721084,1공장,A28354,2025-09-20,B,4.88,1038,32.7
양품,A721094,1공장,A28355,2025-09-20,B,4.86,1037,31.3
양품,A721104,1공장,A28356,2025-09-20,B,4.88,1037,31
양품,A721114,1공장,A28357,2025-09-20,B,4.88,1037,31.1
양품,A721124,1공장,A28358,2025-09-20,B,4.89,1037,29.9
양품,A721134,1공장,A28359,2025-09-20,B,4.9,1038,29.8
양품,A721144,1공장,A28360,2025-09-20,B,4.86,1038,30.6
양품,A721154,1공장,A28361,2025-09-20,B,4.89,1038,29.8
양품,A721164,1공장,A28362,2025-09-20,B,4.88,1037,30
양품,A721174,1공장,A28363,2025-09-20,B,4.87,1037,29.5
양품,A721184,1공장,A30664,2025-09-22,D,3.88,1260,33.6
양품,A721194,1공장,A30665,2025-09-22,D,3.9,1260,33.5
양품,A721204,1공장,A28304,2025-09-19,A,3.44,1257,36.3
양품,A721214,1공장,A28305,2025-09-19,A,3.4,1260,37.6
양품,A721224,1공장,A28284,2025-09-19,A,3.4,1260,35.2
양품,A721234,1공장,A28285,2025-09-19,A,3.41,1260,35.4
양품,A721274,1공장,C93032,2025-09-19,D,2.93,1242,43.2
양품,A721284,1공장,C93026,2025-09-19,B,2.9,1243,41.3
양품,A721294,1공장,A30483,2025-09-20,C,2.93,1258,41.5
양품,A721304,1공장,A30484,2025-09-20,C,2.93,1258,42.2
양품,A721314,1공장,A28321,2025-09-19,D,2.94,1260,43.5
양품,A721324,1공장,C93029,2025-09-20,A,2.9,1259,43.1
양품,A721334,1공장,A28322,2025-09-19,D,2.94,1259,43.4
양품,A721344,1공장,A28323,2025-09-20,D,2.91,1259,40.7
양품,A721354,1공장,A28324,2025-09-19,D,2.94,1259,43.3
양품,A721364,1공장,A28325,2025-09-19,D,2.94,1258,43.3
양품,A721374,1공장,A28326,2025-09-19,D,2.94,1260,42.9
양품,A721384,1공장,A28327,2025-09-19,D,2.91,1258,41.8
양품,A721394,1공장,A28328,2025-09-20,B,2.95,1259,42.5
양품,A721404,1공장,A28308,2025-09-19,A,2.95,1259,43.6
양품,A721414,1공장,A28329,2025-09-20,B,2.93,1258,43.3
양품,A721424,1공장,A28330,2025-09-20,B,2.92,1258,43.9
양품,A721454,1공장,A28331,2025-09-20,B,2.93,1257,42.57
양품,A721464,1공장,A28220,2025-09-18,A,3.39,1257,42.57
양품,A721474,1공장,A30219,2025-09-14,A,3.4,1260,37.9
양품,A721524,1공장,A30334,2025-09-18,D,2.86,1257,43.3
양품,A721574,1공장,A28245,2025-09-18,C,4.85,1255,28.3
양품,A721584,1공장,A28246,2025-09-18,C,4.86,1257,27.6
양품,A721764,2공장,X7551,2025-09-23,D,2.91,1023,50
양품,A721824,2공장,X7507,2025-09-23,C,2.9,1023,50
양품,A721834,2공장,X7508,2025-09-23,C,2.91,1024,50
양품,A721844,2공장,X7509,2025-09-23,C,2.93,1024,50
양품,A721854,2공장,X7510,2025-09-23,B,2.91,1023,49
양품,A721864,2공장,X7511,2025-09-23,B,2.91,1024,48.8
양품,A721874,2공장,X7512,2025-09-23,B,2.9,1024,45.3
양품,A721884,2공장,X7513,2025-09-23,B,2.93,1022,49.4
양품,A721894,2공장,X7552,2025-09-24,C,2.94,1023,50
양품,A721904,2공장,X7553,2025-09-24,C,2.92,1023,50
양품,A721914,1공장,C93004,2025-09-22,C,3.85,1024,38.4
양품,A721924,1공장,C92984,2025-09-20,A,3.85,1024,36.6
양품,A721934,1공장,C92985,2025-09-20,A,3.85,1022,39
양품,A721944,1공장,C92986,2025-09-20,A,3.85,1022,39.5
양품,A721954,1공장,C92987,2025-09-22,C,3.85,1023,35.2
양품,A721964,1공장,C92988,2025-09-22,C,3.84,1022,37.7
양품,A721974,1공장,C92989,2025-09-22,C,3.84,1022,38.1
양품,A722014,2공장,Y88521,2025-09-23,D,3.07,1039,46
양품,A722034,1공장,A28351,2025-09-20,B,3.88,1037,37.4
양품,A722044,2공장,Y88531,2025-09-23,D,3.07,1040,44.2
양품,A722054,2공장,Y88501,2025-09-23,D,3.07,1038,41.9
양품,A722064,2공장,Y88522,2025-09-23,D,3.08,1038,42
양품,A722074,2공장,Y88502,2025-09-23,D,3.09,1040,44.3
양품,A722084,2공장,Y88523,2025-09-23,D,3.06,1038,47.1
양품,A722094,2공장,Y88503,2025-09-23,D,3.07,1038,38.5
양품,A722104,2공장,Y88495,2025-09-23,C,3.05,1040,47
양품,A722114,2공장,Y88496,2025-09-23,D,3.05,1040,46.9
양품,A722124,2공장,Y88487,2025-09-23,B,3.05,1039,45.3
양품,A722134,2공장,Y88497,2025-09-23,C,3.07,1038,47
양품,A722144,2공장,Y88488,2025-09-23,B,3.06,1040,45.6
양품,A723164,1공장,C93060,2025-09-20,A,3.86,1242,37
양품,A723174,1공장,A28364,2025-09-20,B,4.78,1257,27.9
양품,A723184,1공장,C93054,2025-09-21,A,3.11,1242,40.9
양품,A723194,1공장,C93044,2025-09-21,A,3.11,1241,42.5
양품,A723204,1공장,C93045,2025-09-21,A,3.12,1242,40.4
양품,A723214,1공장,C93046,2025-09-21,A,3.12,1241,40.7
양품,A723224,1공장,A28338,2025-09-21,A,2.85,1260,42.3
양품,A723234,1공장,A28342,2025-09-20,B,2.93,1260,44
양품,A723244,1공장,A28417,2025-09-20,D,2.92,1258,43.3
양품,A723254,1공장,A28343,2025-09-20,B,2.93,1260,43.7
양품,A723264,1공장,A28418,2025-09-20,D,2.94,1257,43.3
양품,A723274,1공장,A28344,2025-09-20,B,2.95,1260,43.2
양품,A723284,1공장,A28419,2025-09-20,D,2.92,1260,42.8
양품,A723294,1공장,A28420,2025-09-21,C,2.91,1258,43.1
양품,A723304,1공장,A28332,2025-09-20,B,2.93,1256,42.4
양품,A723314,1공장,A28421,2025-09-21,C,2.92,1257,43.3
양품,A723324,1공장,A28423,2025-09-21,C,2.93,1258,43.3
양품,A723334,1공장,A28422,2025-09-21,C,2.92,1258,43.2
양품,A723344,1공장,A28424,2025-09-21,C,2.93,1258,43.3
양품,A723394,2공장,Y88471,2025-09-23,C,3.35,1260,43
양품,A723404,2공장,Y88472,2025-09-23,C,3.36,1258,43
양품,A723414,2공장,Y88473,2025-09-23,C,3.35,1257,43
양품,A723424,2공장,Y88474,2025-09-23,C,3.3,1257,43
양품,A723434,1공장,A28367,2025-09-20,B,3.86,1257,33.7
양품,A723444,1공장,A28368,2025-09-20,A,3.85,1260,34.6
양품,A723454,1공장,A28369,2025-09-20,A,3.86,1257,36
양품,A723464,1공장,A28370,2025-09-20,A,3.89,1256,37.4
양품,A723474,1공장,A28425,2025-09-21,C,2.92,1258,42.6
양품,A723484,1공장,A28426,2025-09-21,C,2.92,1260,42.3
양품,A723494,1공장,A28345,2025-09-20,B,2.91,1259,44.1
양품,A723504,1공장,A28427,2025-09-21,C,2.91,1258,42.4
양품,A723514,1공장,A28428,2025-09-21,C,2.92,1258,41.9
양품,A723524,1공장,A28429,2025-09-21,C,2.9,1259,42.4
양품,A723534,1공장,A28430,2025-09-21,C,2.9,1257,43.5
양품,A723544,1공장,A28435,2025-09-21,C,2.92,1258,43.6
양품,A723554,1공장,A28436,2025-09-21,C,2.9,1259,43.8
양품,A723564,1공장,A28318,2025-09-19,D,2.94,1259,42.9
양품,A723574,1공장,A28335,2025-09-20,B,2.9,1257,43.7
양품,A723584,1공장,A28382,2025-09-20,D,2.92,1257,43.5
양품,A723594,1공장,A28336,2025-09-20,B,2.92,1258,43.7
