sm_plant,charge_id,steel_grade,steel_usage,delta_ferrite,ingre_cr,ingre_ni,ingre_s,cast_date,cc_gubun,tundish_temp,mlac_ratio,slab_no,slab_gubun,slab_grind
1공장,CH84644,C12,RJ2,73,18.31,8.58,0.02,2025-09-20,1연주,1498,99.4,511,C,MISS
1공장,CH84644,C12,RJ2,73,18.31,8.58,0.02,2025-09-20,2연주,1498,99.4,111,M,MISS
1공장,CH84644,C12,RJ2,73,18.31,8.58,0.02,2025-09-20,2연주,1498,99.4,211,C,MISS
1공장,CH84644,C12,RJ2,73,18.31,8.58,0.02,2025-09-20,2연주,1498,99.4,311,C,MISS
1공장,CH84645,C12,RJ2,68,18.26,8.51,0.05,2025-09-20,1연주,1492,100,111,C,MISS
1공장,CH84645,C12,RJ2,68,18.26,8.51,0.05,2025-09-20,2연주,1492,100,211,M,MISS
1공장,CH84645,C12,RJ2,68,18.26,8.51,0.05,2025-09-20,2연주,1492,100,311,C,MISS
1공장,CH84645,C12,RJ2,68,18.26,8.51,0.05,2025-09-20,2연주,1492,100,411,C,MISS
1공장,CH84645,C12,RJ2,68,18.26,8.51,0.05,2025-09-20,2연주,1492,100,511,C,MISS
1공장,CH84645,C12,RJ2,68,18.26,8.51,0.05,2025-09-20,2연주,1492,100,611,C,MISS
1공장,CH84646,C12,RJ2,76,18.45,8.59,0.03,2025-09-20,2연주,1480,100,111,C,MISS
1공장,CH84646,C12,RJ2,76,18.45,8.59,0.03,2025-09-20,2연주,1480,100,211,M,MISS
1공장,CH84646,C12,RJ2,76,18.45,8.59,0.03,2025-09-20,2연주,1480,100,311,C,MISS
1공장,CH84646,C12,RJ2,76,18.45,8.59,0.03,2025-09-20,2연주,1480,100,411,C,MISS
1공장,CH84646,C12,RJ2,76,18.45,8.59,0.03,2025-09-20,2연주,1480,100,511,C,MISS
1공장,CH84646,C12,RJ2,76,18.45,8.59,0.03,2025-09-20,2연주,1480,100,611,C,MISS
1공장,CH84647,C12,RJ2,73,18.49,8.59,0.04,2025-08-20,3연주,1477,96.4,611,C,MISS
1공장,CH84647,C12,RJ2,73,18.49,8.59,0.04,2025-09-20,1연주,1477,96.4,111,C,MISS
1공장,CH84647,C12,RJ2,73,18.49,8.59,0.04,2025-09-20,1연주,1477,96.4,211,M,MISS
1공장,CH84647,C12,RJ2,73,18.49,8.59,0.04,2025-09-20,1연주,1477,96.4,311,C,MISS
1공장,CH84647,C12,RJ2,73,18.49,8.59,0.04,2025-09-20,1연주,1477,96.4,411,C,MISS
1공장,CH84647,C12,RJ2,73,18.49,8.59,0.04,2025-09-20,1연주,1477,96.4,511,C,MISS
1공장,CH84654,C13,RJ1,72,18.3,8.11,0.03,2025-08-20,2연주,1481,89.1,411,C,MISS
1공장,CH84654,C13,RJ1,72,18.3,8.11,0.03,2025-09-20,1연주,1481,89.1,511,M,MISS
1공장,CH84654,C13,RJ1,72,18.3,8.11,0.03,2025-09-20,1연주,1481,89.1,611,C,MISS
1공장,CH84654,C13,RJ1,72,18.3,8.11,0.03,2025-09-20,2연주,1481,89.1,111,C,MISS
1공장,CH84654,C13,RJ1,72,18.3,8.11,0.03,2025-09-20,2연주,1481,89.1,211,C,MISS
1공장,CH84654,C13,RJ1,72,18.3,8.11,0.03,2025-09-20,2연주,1481,89.1,311,C,MISS
1공장,CH84655,C13,RJ1,71,18.28,8.2,0.02,2025-09-20,1연주,1491,99.7,111,C,MISS
1공장,CH84655,C13,RJ1,71,18.28,8.2,0.02,2025-09-20,1연주,1491,99.7,511,C,MISS
1공장,CH84655,C13,RJ1,71,18.28,8.2,0.02,2025-09-20,2연주,1491,99.7,211,C,MISS
1공장,CH84655,C13,RJ1,71,18.28,8.2,0.02,2025-09-20,2연주,1491,99.7,311,C,MISS
1공장,CH84655,C13,RJ1,71,18.28,8.2,0.02,2025-09-20,2연주,1491,99.7,411,C,MISS
1공장,CH84655,C13,RJ1,71,18.28,8.2,0.02,2025-09-20,2연주,1491,99.7,611,M,MISS
1공장,CH84656,C13,RJ1,71,18.31,8.2,0.01,2025-08-20,4연주,1492,100,511,C,MISS
1공장,CH84656,C13,RJ1,71,18.31,8.2,0.01,2025-09-20,2연주,1492,100,111,C,MISS
1공장,CH84656,C13,RJ1,71,18.31,8.2,0.01,2025-09-20,2연주,1492,100,211,C,MISS
1공장,CH84656,C13,RJ1,71,18.31,8.2,0.01,2025-09-20,2연주,1492,100,411,C,MISS
1공장,CH84657,C13,Other,72,18.28,8.17,0.01,2025-09-20,2연주,1489,100,511,C,MISS
1공장,CH84657,C13,Other,72,18.28,8.17,0.01,2025-09-20,2연주,1489,100,611,C,MISS
1공장,CH84657,C13,RJ1,72,18.28,8.17,0.01,2025-08-20,1연주,1489,100,111,M,MISS
1공장,CH84657,C13,RJ1,72,18.28,8.17,0.01,2025-08-20,1연주,1489,100,311,C,MISS
1공장,CH84657,C13,RJ1,72,18.28,8.17,0.01,2025-09-20,2연주,1489,100,411,C,MISS
1공장,CH84658,C13,Other,71,18.17,8.16,0.01,2025-09-20,2연주,1506,99.4,111,M,MISS
1공장,CH84658,C13,Other,71,18.17,8.16,0.01,2025-09-20,2연주,1506,99.4,211,C,MISS
1공장,CH84658,C13,Other,71,18.17,8.16,0.01,2025-09-20,2연주,1506,99.4,311,C,MISS
1공장,CH84658,C13,Other,71,18.17,8.16,0.01,2025-09-20,2연주,1506,99.4,411,C,MISS
1공장,CH84658,C13,Other,71,18.17,8.16,0.01,2025-09-20,2연주,1506,99.4,511,C,MISS
1공장,CH84659,C13,Other,71,18.27,8.15,0.02,2025-09-20,2연주,1475,95.1,111,M,MISS
1공장,CH84659,C13,Other,71,18.27,8.15,0.02,2025-09-20,2연주,1475,95.1,311,C,MISS
1공장,CH84659,C13,Other,71,18.27,8.15,0.02,2025-09-20,2연주,1475,95.1,411,C,MISS
1공장,CH84659,C13,RJ1,71,18.27,8.15,0.02,2025-08-20,2연주,1475,95.1,211,C,MISS
1공장,CH84659,C13,RJ1,71,18.27,8.15,0.02,2025-09-20,2연주,1475,95.1,511,C,MISS
1공장,CH84660,C12,RJ2,61,18.29,8.6,0.02,2025-09-20,1연주,1494,100,211,C,HSHS
1공장,CH84660,C12,RJ2,61,18.29,8.6,0.02,2025-09-20,2연주,1494,100,311,C,MISS
1공장,CH84660,C12,RJ2,61,18.29,8.6,0.02,2025-09-20,2연주,1494,100,411,C,MISS
1공장,CH84660,C12,RJ2,61,18.29,8.6,0.02,2025-09-20,2연주,1494,100,511,C,MISS
1공장,CH84660,C12,RJ2,61,18.29,8.6,0.02,2025-09-20,2연주,1494,100,611,M,MISS
1공장,CH84661,C12,RJ2,59,18.16,8.66,0.02,2025-09-20,2연주,1494,90.7,111,C,MISS
1공장,CH84661,C12,RJ2,59,18.16,8.66,0.02,2025-09-20,2연주,1494,90.7,211,C,MISS
1공장,CH84661,C12,RJ2,59,18.16,8.66,0.02,2025-09-20,2연주,1494,90.7,311,C,MISS
1공장,CH84661,C12,RJ2,59,18.16,8.66,0.02,2025-09-20,2연주,1494,90.7,411,C,MISS
1공장,CH84661,C12,RJ2,59,18.16,8.66,0.02,2025-09-20,2연주,1494,90.7,511,M,MISS
1공장,CH84661,C12,RJ2,59,18.16,8.66,0.02,2025-09-20,2연주,1494,90.7,611,C,MISS
1공장,CH84662,C12,RJ2,69,18.26,8.62,0.03,2025-09-20,2연주,1492,99,111,C,MISS
1공장,CH84662,C12,RJ2,69,18.26,8.62,0.03,2025-09-20,2연주,1492,99,211,C,MISS
1공장,CH84662,C12,RJ2,69,18.26,8.62,0.03,2025-09-20,2연주,1492,99,311,C,MISS
1공장,CH84662,C12,RJ2,69,18.26,8.62,0.03,2025-09-20,2연주,1492,99,411,C,MISS
1공장,CH84662,C12,RJ2,69,18.26,8.62,0.03,2025-09-20,2연주,1492,99,511,M,MISS
1공장,CH84663,C12,RJ2,68,18.29,8.57,0.04,2025-09-20,2연주,1494,99.6,111,C,MISS
1공장,CH84663,C12,RJ2,68,18.29,8.57,0.04,2025-09-20,2연주,1494,99.6,211,C,MISS
1공장,CH84663,C12,RJ2,68,18.29,8.57,0.04,2025-09-20,2연주,1494,99.6,311,C,MISS
1공장,CH84663,C12,RJ2,68,18.29,8.57,0.04,2025-09-20,2연주,1494,99.6,411,C,MISS
1공장,CH84663,C12,RJ2,68,18.29,8.57,0.04,2025-09-20,2연주,1494,99.6,511,C,MISS
1공장,CH84663,C12,RJ2,68,18.29,8.57,0.04,2025-09-20,2연주,1494,99.6,611,M,MISS
1공장,CH84664,C12,RJ2,71,18.39,8.59,0.02,2025-09-20,2연주,1491,100,111,C,MISS
1공장,CH84664,C12,RJ2,71,18.39,8.59,0.02,2025-09-20,2연주,1491,100,211,C,MISS
1공장,CH84665,C13,RZ1,73,18.35,8.17,0.04,2025-09-21,3연주,1490,100,511,C,MISS
1공장,CH84665,C13,RZ1,73,18.35,8.17,0.04,2025-09-21,3연주,1490,100,611,C,MISS
1공장,CH84665,C13,RZ6,73,18.35,8.17,0.04,2025-09-21,1연주,1490,100,411,C,MISS
1공장,CH84665,C13,RZ6,73,18.35,8.17,0.04,2025-09-21,2연주,1490,100,211,C,MISS
1공장,CH84665,C13,RZ6,73,18.35,8.17,0.04,2025-09-21,2연주,1490,100,311,C,MISS
1공장,CH84666,C13,RZ6,75,18.34,8.16,0.04,2025-09-21,1연주,1492,98.6,311,C,MISS
1공장,CH84673,C13,Other,80,18.68,8.23,0.03,2025-09-21,2연주,1485,90.2,411,C,MISS
1공장,CH84673,C13,RJ1,80,18.68,8.23,0.03,2025-09-21,2연주,1485,90.2,311,C,MISS
1공장,CH84674,C13,Other,80,18.57,8.14,0.02,2025-09-21,2연주,1489,89.7,211,C,MISS
1공장,CH84674,C13,RJ1,80,18.57,8.14,0.02,2025-09-21,1연주,1489,89.7,111,M,MISS
1공장,CH84674,C13,RJ1,80,18.57,8.14,0.02,2025-09-21,1연주,1489,89.7,311,C,MISS
1공장,CH84674,C13,RJ1,80,18.57,8.14,0.02,2025-09-21,1연주,1489,89.7,411,C,MISS
1공장,CH84674,C13,RJ1,80,18.57,8.14,0.02,2025-09-21,1연주,1489,89.7,511,C,MISS
1공장,CH84675,C13,RJ1,73,18.33,8.19,0.02,2025-09-21,2연주,1483,100,111,M,MISS
1공장,CH84675,C13,RJ1,73,18.33,8.19,0.02,2025-09-21,2연주,1483,100,211,C,MISS
1공장,CH84675,C13,RJ1,73,18.33,8.19,0.02,2025-09-21,2연주,1483,100,311,C,MISS
1공장,CH84676,C13,RJ1,81,18.28,8.19,0.01,2025-09-21,2연주,1488,100,111,M,MISS
1공장,CH84676,C13,RJ1,81,18.28,8.19,0.01,2025-09-21,2연주,1488,100,211,C,MISS
1공장,CH84676,C13,RJ1,81,18.28,8.19,0.01,2025-09-21,2연주,1488,100,311,C,MISS
1공장,CH84677,C13,Other,75,18.36,8.19,0.02,2025-09-21,2연주,1486,100,111,M,MISS
1공장,CH84677,C13,Other,75,18.36,8.19,0.02,2025-09-21,2연주,1486,100,211,C,MISS
1공장,CH84677,C13,Other,75,18.36,8.19,0.02,2025-09-21,2연주,1486,100,311,C,MISS
1공장,CH84677,C13,Other,75,18.36,8.19,0.02,2025-09-21,2연주,1486,100,411,C,MISS
1공장,CH84677,C13,Other,75,18.36,8.19,0.02,2025-09-21,2연주,1486,100,511,C,MISS
1공장,CH84678,C13,Other,77,18.37,8.16,0.02,2025-09-21,2연주,1480,100,111,C,MISS
1공장,CH84678,C13,Other,77,18.37,8.16,0.02,2025-09-21,2연주,1480,100,211,M,MISS
1공장,CH84678,C13,Other,77,18.37,8.16,0.02,2025-09-21,2연주,1480,100,311,C,MISS
1공장,CH84678,C13,Other,77,18.37,8.16,0.02,2025-09-21,2연주,1480,100,411,C,MISS
1공장,CH84678,C13,Other,77,18.37,8.16,0.02,2025-09-21,2연주,1480,100,511,C,MISS
1공장,CH84679,C13,Other,68,18.26,8.17,0.02,2025-09-21,2연주,1476,99.6,111,C,MISS
1공장,CH84679,C13,Other,68,18.26,8.17,0.02,2025-09-21,2연주,1476,99.6,211,M,MISS
1공장,CH84679,C13,Other,68,18.26,8.17,0.02,2025-09-21,2연주,1476,99.6,311,C,MISS
1공장,CH84679,C13,Other,68,18.26,8.17,0.02,2025-09-21,2연주,1476,99.6,411,C,MISS
1공장,CH84679,C13,Other,68,18.26,8.17,0.02,2025-09-21,2연주,1476,99.6,511,C,MISS
1공장,CH84680,C13,Other,73,18.24,8.11,0.06,2025-09-21,1연주,1483,95.8,111,C,MISS
1공장,CH84680,C13,Other,73,18.24,8.11,0.06,2025-09-21,2연주,1483,95.8,211,M,MISS
1공장,CH84680,C13,Other,73,18.24,8.11,0.06,2025-09-21,2연주,1483,95.8,311,C,MISS
1공장,CH84680,C13,RJ1,73,18.24,8.11,0.06,2025-09-21,2연주,1483,95.8,511,C,MISS
1공장,CH84681,C13,RJ1,75,18.3,8.23,0.01,2025-08-21,2연주,1486,99.2,511,C,MISS
1공장,CH84681,C13,RJ1,75,18.3,8.23,0.01,2025-08-21,2연주,1486,99.2,611,M,MISS
1공장,CH84681,C13,RJ1,75,18.3,8.23,0.01,2025-09-21,1연주,1486,99.2,311,C,MISS
1공장,CH84681,C13,RJ1,75,18.3,8.23,0.01,2025-09-21,1연주,1486,99.2,411,C,MISS
1공장,CH84681,C13,RJ1,75,18.3,8.23,0.01,2025-09-21,2연주,1486,99.2,211,C,HSHS
1공장,CH84682,C13,Other,80,18.25,8.18,0.01,2025-09-21,2연주,1484,100,311,C,MISS
1공장,CH84682,C13,RJ1,80,18.25,8.18,0.01,2025-08-21,2연주,1484,100,211,C,MISS
1공장,CH84682,C13,RJ1,80,18.25,8.18,0.01,2025-08-21,2연주,1484,100,411,C,MISS
1공장,CH84682,C13,RJ1,80,18.25,8.18,0.01,2025-08-21,2연주,1484,100,511,M,MISS
1공장,CH84683,C13,Other,74,18.14,8.16,0.03,2025-09-21,2연주,1478,99.1,211,C,MISS
1공장,CH84683,C13,RJ1,74,18.14,8.16,0.03,2025-08-21,2연주,1478,99.1,411,C,MISS
1공장,CH84683,C13,RJ1,74,18.14,8.16,0.03,2025-09-21,2연주,1478,99.1,111,C,MISS
1공장,CH84683,C13,RJ1,74,18.14,8.16,0.03,2025-09-21,2연주,1478,99.1,311,C,MISS
1공장,CH84683,C13,RJ1,74,18.14,8.16,0.03,2025-09-21,2연주,1478,99.1,511,C,MISS
1공장,CH84683,C13,RJ1,74,18.14,8.16,0.03,2025-09-21,2연주,1478,99.1,611,M,MISS
1공장,CH84684,C13,RJ1,71,18.44,8.22,0.04,2025-09-21,2연주,1483,99,111,C,MISS
1공장,CH84684,C13,RJ1,71,18.44,8.22,0.04,2025-09-21,2연주,1483,99,211,C,MISS
1공장,CH84684,C13,RJ1,71,18.44,8.22,0.04,2025-09-21,2연주,1483,99,311,C,MISS
1공장,CH84684,C13,RJ1,71,18.44,8.22,0.04,2025-09-21,2연주,1483,99,411,C,MISS
1공장,CH84684,C13,RJ1,71,18.44,8.22,0.04,2025-09-21,2연주,1483,99,511,C,MISS
1공장,CH84684,C13,RJ1,71,18.44,8.22,0.04,2025-09-21,2연주,1483,99,611,M,MISS
1공장,CH84685,C13,RJ1,76,18.37,8.2,0.03,2025-08-21,2연주,1493,99.3,311,C,MISS
1공장,CH84685,C13,RJ1,76,18.37,8.2,0.03,2025-09-21,1연주,1493,99.3,211,C,MISS
1공장,CH84685,C13,RJ1,76,18.37,8.2,0.03,2025-09-21,2연주,1493,99.3,111,C,MISS
1공장,CH84685,C13,RJ1,76,18.37,8.2,0.03,2025-09-21,2연주,1493,99.3,411,C,MISS
1공장,CH84686,C13,RJ1,78,18.46,8.18,0.02,2025-08-21,2연주,1479,99.2,311,C,MISS
1공장,CH84686,C13,RJ1,78,18.46,8.18,0.02,2025-08-21,2연주,1479,99.2,611,M,MISS
1공장,CH84686,C13,RJ1,78,18.46,8.18,0.02,2025-08-21,3연주,1479,99.2,211,C,MISS
1공장,CH84686,C13,RJ1,78,18.46,8.18,0.02,2025-09-21,2연주,1479,99.2,411,C,MISS
1공장,CH84686,C13,RJ1,78,18.46,8.18,0.02,2025-09-21,2연주,1479,99.2,511,C,MISS
1공장,CH84687,C13,Other,76,18.25,8.18,0.03,2025-09-22,1연주,1491,95.3,611,C,MISS
1공장,CH84687,C13,Other,76,18.25,8.18,0.03,2025-09-22,2연주,1491,95.3,311,C,MISS
1공장,CH84687,C13,RJ1,76,18.25,8.18,0.03,2025-08-22,1연주,1491,95.3,211,C,MISS
1공장,CH84687,C13,RJ1,76,18.25,8.18,0.03,2025-08-22,1연주,1491,95.3,411,C,MISS
1공장,CH84687,C13,RJ1,76,18.25,8.18,0.03,2025-08-22,3연주,1491,95.3,111,C,MISS
1공장,CH84687,C13,RJ1,76,18.25,8.18,0.03,2025-09-22,1연주,1491,95.3,511,C,MISS
1공장,CH84694,C13,RJ1,74,18.23,8.17,0.03,2025-09-22,1연주,1489,99.6,111,M,MISS
1공장,CH84694,C13,RJ1,74,18.23,8.17,0.03,2025-09-22,1연주,1489,99.6,211,C,MISS
1공장,CH84694,C13,RJ1,74,18.23,8.17,0.03,2025-09-22,1연주,1489,99.6,311,C,MISS
1공장,CH84694,C13,RJ1,74,18.23,8.17,0.03,2025-09-22,1연주,1489,99.6,411,C,MISS
1공장,CH84694,C13,RJ1,74,18.23,8.17,0.03,2025-09-22,1연주,1489,99.6,511,C,MISS
1공장,CH84695,C13,RJ1,72,18.28,8.22,0.03,2025-09-22,1연주,1482,96.2,111,M,MISS
1공장,CH84695,C13,RJ1,72,18.28,8.22,0.03,2025-09-22,1연주,1482,96.2,211,C,MISS
1공장,CH84695,C13,RJ1,72,18.28,8.22,0.03,2025-09-22,1연주,1482,96.2,311,C,MISS
1공장,CH84695,C13,RJ1,72,18.28,8.22,0.03,2025-09-22,1연주,1482,96.2,411,C,MISS
1공장,CH84696,C13,RZ1,77,18.35,8.19,0.03,2025-08-22,2연주,1485,96.9,511,C,MISS
1공장,CH84696,C13,RZ6,77,18.35,8.19,0.03,2025-08-22,1연주,1485,96.9,211,C,HSHS
1공장,CH84697,C13,RJ1,80,18.45,8.21,0.03,2025-09-22,1연주,1489,90.2,311,C,MISS
1공장,CH84697,C13,RZ1,80,18.45,8.21,0.03,2025-09-22,2연주,1489,90.2,511,C,MISS
1공장,CH84698,C13,RJ1,77,18.46,8.23,0.02,2025-09-22,1연주,1482,97.8,211,C,MISS
1공장,CH84698,C13,RZ1,77,18.46,8.23,0.02,2025-09-22,2연주,1482,97.8,111,M,MISS
1공장,CH84699,C13,RJ1,74,18.35,8.26,0.02,2025-09-22,1연주,1481,95,511,C,MISS
1공장,CH84699,C13,RZ1,74,18.35,8.26,0.02,2025-09-22,1연주,1481,95,211,C,MISS
1공장,CH84699,C13,RZ1,74,18.35,8.26,0.02,2025-09-22,1연주,1481,95,311,C,MISS
1공장,CH84699,C13,RZ1,74,18.35,8.26,0.02,2025-09-22,1연주,1481,95,411,C,MISS
1공장,CH84702,C13,Other,71,18.19,8.14,0.02,2025-09-22,2연주,1483,90.2,311,C,MISS
1공장,CH84702,C13,RZ1,71,18.19,8.14,0.02,2025-09-22,2연주,1483,90.2,411,C,MISS
1공장,CH84702,C13,RZ1,71,18.19,8.14,0.02,2025-09-22,2연주,1483,90.2,511,C,MISS
1공장,CH84703,C13,Other,70,18.21,8.17,0.02,2025-09-22,2연주,1490,99.6,211,C,MISS
1공장,CH84703,C13,Other,70,18.21,8.17,0.02,2025-09-22,2연주,1490,99.6,311,C,MISS
1공장,CH84703,C13,Other,70,18.21,8.17,0.02,2025-09-22,2연주,1490,99.6,411,C,MISS
1공장,CH84703,C13,Other,70,18.21,8.17,0.02,2025-09-22,2연주,1490,99.6,511,C,MISS
1공장,CH84703,C13,RZ1,70,18.21,8.17,0.02,2025-09-22,2연주,1490,99.6,111,M,MISS
1공장,CH84703,C13,RZ1,70,18.21,8.17,0.02,2025-09-22,2연주,1490,99.6,611,M,MISS
1공장,CH84704,C13,RJ1,74,18.28,8.27,0.02,2025-09-22,2연주,1480,100,211,C,MISS
1공장,CH84706,C13,Other,70,18.11,8.11,0.04,2025-09-22,2연주,1480,99.7,511,C,MISS
1공장,CH84706,C13,RZ1,70,18.11,8.11,0.04,2025-09-22,2연주,1480,99.7,111,C,MISS
1공장,CH84706,C13,RZ1,70,18.11,8.11,0.04,2025-09-22,2연주,1480,99.7,211,C,MISS
1공장,CH84706,C13,RZ1,70,18.11,8.11,0.04,2025-09-22,2연주,1480,99.7,311,C,MISS
1공장,CH84706,C13,RZ1,70,18.11,8.11,0.04,2025-09-22,2연주,1480,99.7,411,C,MISS
1공장,CH84707,C13,Other,73,18.29,8.11,0.06,2025-09-22,2연주,1474,94.9,111,M,MISS
1공장,CH84707,C13,RJ1,73,18.29,8.11,0.06,2025-08-22,3연주,1474,94.9,611,C,MISS
1공장,CH84716,C12,RJ2,71,18.61,8.66,0.01,2025-09-23,2연주,1487,74.8,311,C,MISS
1공장,CH84716,C12,RJ2,71,18.61,8.66,0.01,2025-09-23,2연주,1487,74.8,411,C,MISS
1공장,CH84716,C12,RJ2,71,18.61,8.66,0.01,2025-09-23,2연주,1487,74.8,511,C,MISS
1공장,CH84717,C12,RJ2,79,18.47,8.59,0.01,2025-09-23,2연주,1484,90.3,111,M,MISS
1공장,CH84717,C12,RJ2,79,18.47,8.59,0.01,2025-09-23,2연주,1484,90.3,211,C,MISS
1공장,CH84717,C12,RJ2,79,18.47,8.59,0.01,2025-09-23,2연주,1484,90.3,311,C,MISS
1공장,CH84717,C12,RJ2,79,18.47,8.59,0.01,2025-09-23,2연주,1484,90.3,411,C,MISS
1공장,CH84717,C12,RJ2,79,18.47,8.59,0.01,2025-09-23,2연주,1484,90.3,511,C,MISS
1공장,CH84719,C12,RJ2,70,18.42,8.59,0.01,2025-09-23,1연주,1488,99.3,111,C,MISS
1공장,CH84719,C12,RJ2,70,18.42,8.59,0.01,2025-09-23,1연주,1488,99.3,411,C,MISS
1공장,CH84719,C12,RJ2,70,18.42,8.59,0.01,2025-09-23,1연주,1488,99.3,511,C,MISS
1공장,CH84719,C12,RJ2,70,18.42,8.59,0.01,2025-09-23,1연주,1488,99.3,611,C,MISS
1공장,CH84720,C12,RJ2,69,18.36,8.59,0.02,2025-09-23,1연주,1492,99.2,111,M,MISS
1공장,CH84720,C12,RJ2,69,18.36,8.59,0.02,2025-09-23,1연주,1492,99.2,211,C,MISS
1공장,CH84720,C12,RJ2,69,18.36,8.59,0.02,2025-09-23,1연주,1492,99.2,311,C,MISS
1공장,CH84720,C12,RJ2,69,18.36,8.59,0.02,2025-09-23,1연주,1492,99.2,411,C,MISS
1공장,CH84720,C12,RJ2,69,18.36,8.59,0.02,2025-09-23,1연주,1492,99.2,511,C,MISS
1공장,CH84721,C12,RJ2,71,18.42,8.59,0.02,2025-09-23,2연주,1492,100,111,M,MISS
1공장,CH84721,C12,RJ2,71,18.42,8.59,0.02,2025-09-23,2연주,1492,100,211,C,MISS
1공장,CH84721,C12,RJ2,71,18.42,8.59,0.02,2025-09-23,2연주,1492,100,311,C,MISS
1공장,CH84721,C12,RJ2,71,18.42,8.59,0.02,2025-09-23,2연주,1492,100,411,C,MISS
1공장,CH84721,C12,RJ2,71,18.42,8.59,0.02,2025-09-23,2연주,1492,100,511,C,MISS
1공장,CH84723,C12,RJ2,71,18.44,8.56,0.02,2025-09-23,2연주,1484,95.4,411,C,MISS
1공장,CH84740,C13,Other,69,18.25,8.1,0.03,2025-09-24,2연주,1488,97.3,411,C,MISS
1공장,CH84740,C13,Other,69,18.25,8.1,0.03,2025-09-24,2연주,1488,97.3,511,M,MISS
1공장,CH84740,C13,RJ1,69,18.25,8.1,0.03,2025-09-24,2연주,1488,97.3,211,C,HSHS
1공장,CH84741,C13,RJ1,72,18.27,8.15,0.03,2025-09-24,2연주,1488,96.7,211,C,MISS
1공장,CH84741,C13,RJ1,72,18.27,8.15,0.03,2025-09-24,2연주,1488,96.7,311,C,MISS
1공장,CH84742,C13,RJ1,75,18.35,8.14,0.03,2025-08-24,2연주,1479,98.9,511,C,MISS
1공장,CH84743,C13,RJ1,72,18.23,8.11,0.03,2025-09-24,2연주,1482,100,311,C,MISS
1공장,CH84743,C13,RJ1,72,18.23,8.11,0.03,2025-09-24,2연주,1482,100,411,C,MISS
1공장,CH84744,C13,RZ1,74,18.17,8.1,0.04,2025-08-24,3연주,1488,99.6,111,C,MISS
1공장,CH84744,C13,RZ1,74,18.17,8.1,0.04,2025-09-24,2연주,1488,99.6,311,C,MISS
1공장,CH84744,C13,RZ1,74,18.17,8.1,0.04,2025-09-24,2연주,1488,99.6,511,C,MISS
1공장,CH84747,C13,RJ1,83,18.33,8.12,0.03,2025-09-24,2연주,1483,97.5,111,C,MISS
1공장,CH84748,C13,RJ1,74,18.33,8.13,0.04,2025-09-24,2연주,1491,90.1,211,C,HSHS
1공장,CH84748,C13,RJ1,74,18.33,8.13,0.04,2025-09-24,2연주,1491,90.1,411,C,MISS
1공장,CH84748,C13,RJ1,74,18.33,8.13,0.04,2025-09-24,2연주,1491,90.1,511,C,MISS
1공장,CH84748,C13,RJ1,74,18.33,8.13,0.04,2025-09-24,2연주,1491,90.1,611,M,MISS
1공장,CH84749,C13,RJ1,71,18.2,8.1,0.03,2025-09-24,2연주,1491,92,211,C,MISS
1공장,CH84749,C13,RJ1,71,18.2,8.1,0.03,2025-09-24,2연주,1491,92,311,C,MISS
1공장,CH84750,C13,RZ6,71,18.14,8.12,0.01,2025-08-24,4연주,1491,99,211,C,MISS
1공장,CH84750,C13,RZ6,71,18.14,8.12,0.01,2025-08-24,4연주,1491,99,311,C,MISS
1공장,CH84750,C13,RZ6,71,18.14,8.12,0.01,2025-08-24,4연주,1491,99,411,C,MISS
1공장,CH84750,C13,RZ6,71,18.14,8.12,0.01,2025-08-24,4연주,1491,99,511,C,MISS
1공장,CH84750,C13,RZ6,71,18.14,8.12,0.01,2025-08-24,4연주,1491,99,611,C,MISS
1공장,CH84751,C13,RZ6,68,18.27,8.23,0.03,2025-08-25,2연주,1491,98.1,211,C,MISS
1공장,CH84754,C13,RJ1,74,18.22,8.12,0.02,2025-09-25,2연주,1484,93.5,311,C,MISS
1공장,CH84757,C13,RJ1,75,18.41,8.25,0.01,2025-09-25,2연주,1484,90.9,211,C,HSHS
1공장,CH84757,C13,RJ1,75,18.41,8.25,0.01,2025-09-25,2연주,1484,90.9,311,C,MISS
1공장,CH84757,C13,RJ1,75,18.41,8.25,0.01,2025-09-25,2연주,1484,90.9,511,M,MISS
1공장,CH84758,C13,RJ1,73,18.41,8.21,0.02,2025-09-25,2연주,1489,94.8,111,C,MISS
1공장,CH84758,C13,RJ1,73,18.41,8.21,0.02,2025-09-25,2연주,1489,94.8,311,C,MISS
1공장,CH84759,C13,RJ1,72,18.1,8.18,0.02,2025-09-25,2연주,1483,100,111,C,HSHS
1공장,CH84759,C13,RJ1,72,18.1,8.18,0.02,2025-09-25,2연주,1483,100,211,C,MISS
1공장,CH84759,C13,RJ1,72,18.1,8.18,0.02,2025-09-25,2연주,1483,100,311,C,MISS
1공장,CH84760,C13,RJ1,74,18.25,8.18,0.01,2025-09-25,1연주,1485,100,111,C,MISS
1공장,CH84760,C13,RJ1,74,18.25,8.18,0.01,2025-09-25,1연주,1485,100,211,C,MISS
1공장,CH84760,C13,RJ1,74,18.25,8.18,0.01,2025-09-25,1연주,1485,100,311,C,MISS
1공장,CH84760,C13,RJ1,74,18.25,8.18,0.01,2025-09-25,2연주,1485,100,411,C,MISS
1공장,CH84761,C13,Other,69,18.15,8.1,0.03,2025-09-25,2연주,1493,100,111,M,MISS
