sm_plant,charge_id,steel_grade,steel_usage,delta_ferrite,ingre_cr,ingre_ni,ingre_s,cast_date,cc_gubun,tundish_temp,mlac_ratio,slab_no,slab_gubun,slab_grind
1공장,CH80081,C12,RZ1,69,18.24,8.63,0.02,2025-05-09,2연주,1485,95.1,611,C,MISS
1공장,CH80092,C13,RZ1,70,18.45,8.34,0.03,2025-07-10,2연주,1496,100,511,M,MISS
1공장,CH80126,C13,RJ1,65,18.12,8.17,0.04,2025-07-12,1연주,1483,96.7,411,C,MISS
1공장,CH80126,C13,RZ1,65,18.12,8.17,0.04,2025-07-12,2연주,1483,96.7,311,C,MISS
1공장,CH80141,C13,RJ1,70,18.23,8.27,0.03,2025-07-12,2연주,1478,91.9,611,C,MISS
1공장,CH80154,C13,RZ1,68,18.4,8.22,0.08,2025-07-13,4연주,1478,95.9,411,C,MISS
1공장,CH80154,C13,RZ1,68,18.4,8.22,0.08,2025-07-13,4연주,1478,95.9,511,C,MISS
1공장,CH80155,C13,RJ1,78,18.56,8.29,0.05,2025-07-13,2연주,1483,91.9,411,C,MISS
1공장,CH80155,C13,RJ1,78,18.56,8.29,0.05,2025-07-13,2연주,1483,91.9,511,C,MISS
1공장,CH80155,C13,RJ1,78,18.56,8.29,0.05,2025-07-13,2연주,1483,91.9,611,C,MISS
1공장,CH80155,C13,RZ1,78,18.56,8.29,0.05,2025-07-13,2연주,1483,91.9,311,C,MISS
1공장,CH80155,C13,RZ1,78,18.56,8.29,0.05,2025-07-13,4연주,1483,91.9,111,M,MISS
1공장,CH80155,C13,RZ1,78,18.56,8.29,0.05,2025-07-13,4연주,1483,91.9,211,C,MISS
1공장,CH80156,C13,RJ1,81,18.57,8.24,0.02,2025-07-13,2연주,1488,98.7,111,M,MISS
1공장,CH80156,C13,RJ1,78,18.57,8.24,0.02,2025-07-13,2연주,1488,98.7,111,M,
1공장,CH80156,C13,RJ1,78,18.57,8.24,0.02,2025-07-13,2연주,1488,,211,M,
1공장,CH80156,C13,RJ1,75,18.57,8.24,0.02,2025-07-13,2연주,0,98.7,311,M,
1공장,CH80157,C13,RJ1,64,18.2,8.25,0.02,2025-07-13,2연주,1487,96.5,311,C,MISS
1공장,CH80157,C13,RZ1,64,18.2,8.25,0.02,2025-07-13,2연주,1487,96.5,411,C,MISS
1공장,CH80158,C13,RZ1,74,18.31,8.21,0.02,2025-07-13,2연주,1482,99,311,C,MISS
1공장,CH80158,C13,RZ1,74,18.31,8.21,0.02,2025-07-13,2연주,1482,99,411,C,MISS
1공장,CH80158,C13,RZ1,74,18.31,8.21,0.02,2025-07-13,2연주,1482,99,511,C,MISS
1공장,CH80158,C13,RZ1,74,18.31,8.21,0.02,2025-07-13,2연주,1482,99,611,C,MISS
1공장,CH80159,C13,RZ1,75,18.41,8.27,0.03,2025-07-13,2연주,1478,98.5,111,M,MISS
1공장,CH80159,C13,RZ1,75,18.41,8.27,0.03,2025-07-13,2연주,1478,98.5,211,C,MISS
1공장,CH80160,C13,RJ1,73,18.46,8.26,0.02,2025-06-12,2연주,1484,94.9,511,C,MISS
1공장,CH80160,C13,RJ1,73,18.46,8.26,0.02,2025-06-12,2연주,1484,94.9,611,C,MISS
1공장,CH80160,C13,RJ1,73,18.46,8.26,0.02,2025-07-13,2연주,1484,94.9,311,C,MISS
1공장,CH80160,C13,RJ1,73,18.46,8.26,0.02,2025-07-13,2연주,1484,94.9,411,C,MISS
1공장,CH80161,C13,Other,73,18.41,8.29,0.03,2025-07-13,2연주,1484,91.2,311,C,MISS
1공장,CH80161,C13,Other,73,18.41,8.29,0.03,2025-07-13,2연주,1484,91.2,411,C,MISS
1공장,CH80161,C13,Other,73,18.41,8.29,0.03,2025-07-13,2연주,1484,91.2,511,M,MISS
1공장,CH80162,C13,Other,78,18.45,8.26,0.03,2025-07-13,2연주,1488,99.6,111,C,MISS
1공장,CH80162,C13,Other,78,18.45,8.26,0.03,2025-07-13,2연주,1488,99.6,511,C,MISS
1공장,CH80162,C13,Other,78,18.45,8.26,0.03,2025-07-13,4연주,1488,99.6,211,C,MISS
1공장,CH80162,C13,Other,78,18.45,8.26,0.03,2025-07-13,4연주,1488,99.6,311,C,MISS
1공장,CH80162,C13,RZ1,78,18.45,8.26,0.03,2025-07-13,4연주,1488,99.6,411,C,MISS
1공장,CH80163,C13,Other,74,18.39,8.24,0.02,2025-07-13,2연주,1486,94.3,511,M,HSHS
1공장,CH80164,C13,Other,73,18.39,8.3,0.03,2025-07-13,2연주,1488,97.5,511,C,MISS
1공장,CH80164,C13,Other,73,18.39,8.3,0.03,2025-07-13,2연주,520,97.5,611,C,
1공장,CH80164,C13,Other,73,18.39,8.3,0.03,2025-07-13,2연주,1488,,711,C,MISS
1공장,CH80168,C13,RJ1,74,18.29,8.23,0.07,2025-07-14,1연주,1486,94.8,511,C,HSHS
1공장,CH80169,C13,RZ1,72,18.36,8.26,0.02,2025-07-25,2연주,1487,82.1,211,C,HSHS
1공장,CH80175,C13,RJ1,74,18.45,8.2,0.05,2025-06-13,2연주,1491,92.4,511,C,MISS
1공장,CH80175,C13,RJ1,74,18.45,8.2,0.05,2025-06-13,2연주,1491,92.4,611,C,MISS
1공장,CH80186,C13,RZ1,71,18.28,8.18,0.06,2025-06-13,2연주,1486,99.6,111,M,MISS
1공장,CH80203,C13,RJ1,80,18.19,8.15,0.03,2025-07-15,2연주,1487,87.8,111,M,HSHS
1공장,CH80203,C13,RJ1,80,18.19,8.15,0.03,2025-07-15,2연주,1487,87.8,211,C,HSHS
1공장,CH80203,C13,RJ1,80,18.19,8.15,0.03,2025-07-15,2연주,1487,87.8,311,C,HSHS
1공장,CH80203,C13,RJ1,80,18.19,8.15,0.03,2025-07-15,2연주,1487,87.8,511,C,HSHS
1공장,CH80203,C13,RJ1,80,18.19,8.15,0.03,2025-07-15,4연주,1487,87.8,411,C,HSHS
1공장,CH80203,C13,RJ1,80,18.19,8.15,0.03,2025-07-15,4연주,1487,87.8,611,C,HSHS
1공장,CH80221,C13,RJ1,75,18.31,8.22,0.02,2025-07-16,1연주,1492,93.5,611,M,MISS
1공장,CH80222,C13,RJ1,73,18.3,8.34,0.02,2025-07-16,2연주,1495,99.6,111,C,MISS
1공장,CH80222,C13,RJ1,73,18.3,8.34,0.02,2025-07-16,2연주,1495,99.6,211,C,MISS
1공장,CH80222,C13,RJ1,73,18.3,8.34,0.02,2025-07-16,2연주,1495,99.6,311,C,MISS
1공장,CH80222,C13,RJ1,73,18.3,8.34,0.02,2025-07-16,2연주,1495,99.6,511,C,MISS
1공장,CH80222,C13,RJ1,73,18.3,8.34,0.02,2025-07-16,2연주,1495,99.6,611,M,MISS
1공장,CH80244,C13,Other,68,18.24,8.15,0.02,2025-08-16,2연주,1486,98.1,211,C,HSHS
1공장,CH80252,C12,RJ2,68,18.34,8.55,0.04,2025-06-17,2연주,1487,96.4,311,C,MISS
1공장,CH80252,C12,RJ2,68,18.34,8.55,0.04,2025-06-17,2연주,1487,96.4,411,C,MISS
1공장,CH80252,C12,RJ2,68,18.34,8.55,0.04,2025-07-18,2연주,1487,96.4,511,C,MISS
1공장,CH80252,C12,RZ1,68,18.34,8.55,0.04,2025-06-17,2연주,1487,96.4,211,C,HSHS
1공장,CH80258,C12,RJ2,70,18.45,8.67,0.04,2025-06-17,2연주,1476,95.4,111,C,MISS
1공장,CH80258,C12,RJ2,70,18.45,8.67,0.04,2025-06-17,2연주,1476,95.4,211,C,MISS
1공장,CH80258,C12,RJ2,70,18.45,8.67,0.04,2025-06-17,2연주,1476,95.4,311,C,MISS
1공장,CH80258,C12,RJ2,70,18.45,8.67,0.04,2025-06-17,2연주,1476,95.4,511,C,MISS
1공장,CH80278,C12,Other,61,18.29,8.64,0.04,2025-05-18,2연주,1492,93.5,211,C,MISS
1공장,CH80278,C12,RJ1,61,18.29,8.64,0.04,2025-06-18,1연주,1492,93.5,311,C,MISS
1공장,CH80278,C12,RJ1,61,18.29,8.64,0.04,2025-06-18,2연주,1492,93.5,111,M,MISS
1공장,CH80278,C12,RJ1,61,18.29,8.64,0.04,2025-06-18,2연주,1492,93.5,411,C,MISS
1공장,CH80278,C12,RJ1,61,18.29,8.64,0.04,2025-06-18,2연주,1492,93.5,511,C,MISS
1공장,CH80278,C12,RJ1,61,18.29,8.64,0.04,2025-06-18,2연주,1492,93.5,611,C,MISS
1공장,CH80278,C12,RJ1,61,18.29,8.64,0.04,2025-06-18,2연주,1492,93.5,711,M,MISS
1공장,CH80279,C12,RJ1,65,18.4,8.67,0.04,2025-06-18,2연주,1493,98.2,511,M,MISS
1공장,CH80280,C12,RJ1,69,18.45,8.69,0.05,2025-06-18,1연주,1488,100,211,C,MISS
1공장,CH80280,C12,RJ1,69,18.45,8.69,0.05,2025-06-18,2연주,1488,100,111,C,MISS
1공장,CH80280,C12,RJ1,69,18.45,8.69,0.05,2025-06-18,2연주,1488,100,311,C,MISS
1공장,CH80280,C12,RJ2,69,18.45,8.69,0.05,2025-07-19,4연주,1488,100,411,C,MISS
1공장,CH80280,C12,RZ1,69,18.45,8.69,0.05,2025-06-18,1연주,1488,100,511,C,MISS
1공장,CH80280,C12,RZ1,69,18.45,8.69,0.05,2025-06-18,1연주,1488,100,611,M,MISS
1공장,CH80281,C12,RJ2,68,18.37,8.66,0.03,2025-08-18,4연주,1486,100,411,C,MISS
1공장,CH80281,C12,RJ2,68,18.37,8.66,0.03,2025-08-18,4연주,1486,100,511,M,MISS
1공장,CH80282,C12,RZ1,69,18.35,8.68,0.03,2025-06-18,1연주,1491,100,111,C,MISS
1공장,CH80282,C12,RZ1,69,18.35,8.68,0.03,2025-06-18,1연주,1491,100,211,C,MISS
1공장,CH80282,C12,RZ1,69,18.35,8.68,0.03,2025-06-18,1연주,1491,100,311,C,MISS
1공장,CH80282,C12,RZ1,69,18.35,8.68,0.03,2025-06-18,1연주,1491,100,411,C,MISS
1공장,CH80282,C12,RZ1,69,18.35,8.68,0.03,2025-06-18,1연주,1491,100,511,C,MISS
1공장,CH80282,C12,RZ1,69,18.35,8.68,0.03,2025-06-18,1연주,1491,100,611,M,MISS
1공장,CH80283,C12,RZ1,72,18.36,8.68,0.02,2025-06-18,2연주,1483,100,111,C,MISS
1공장,CH80284,C12,RJ1,65,18.29,8.66,0.04,2025-06-18,2연주,1484,95,111,C,MISS
1공장,CH80284,C12,RJ1,65,18.29,8.66,0.04,2025-06-18,2연주,1484,95,211,C,MISS
1공장,CH80284,C12,RJ1,65,18.29,8.66,0.04,2025-06-18,2연주,1484,95,311,C,MISS
1공장,CH80284,C12,RZ6,65,18.29,8.66,0.04,2025-06-18,2연주,1484,95,411,C,MISS
1공장,CH80291,C13,RJ1,65,18.24,8.18,0.06,2025-07-19,2연주,1485,94.9,411,C,MISS
1공장,CH80291,C13,RJ1,65,18.24,8.18,0.06,2025-07-19,2연주,1485,94.9,511,C,MISS
1공장,CH80318,C13,RZ1,75,18.42,8.21,0.03,2025-07-20,2연주,1480,95.2,311,C,MISS
1공장,CH80352,C13,RJ1,75,18.34,8.27,0.03,2025-07-25,2연주,1483,99,611,M,MISS
1공장,CH80353,C13,RZ1,85,18.49,8.27,0.03,2025-07-25,2연주,1489,95.6,111,C,MISS
1공장,CH80366,C13,RJ1,70,18.35,8.24,0.02,2025-08-25,2연주,1487,98.5,511,M,MISS
1공장,CH80366,C13,RZ1,70,18.35,8.24,0.02,2025-07-26,2연주,1487,98.5,211,C,HSHS
1공장,CH80367,C13,RJ1,81,18.58,8.28,0.05,2025-08-25,2연주,1493,95,111,C,MISS
1공장,CH80367,C13,RJ1,81,18.58,8.28,0.05,2025-08-25,2연주,1493,95,211,C,MISS
1공장,CH80369,C13,RJ1,77,18.24,8.16,0.03,2025-07-26,2연주,1489,100,311,C,HSHS
1공장,CH80369,C13,RJ1,77,18.24,8.16,0.03,2025-07-26,2연주,1489,100,411,C,HSHS
1공장,CH80369,C13,RJ1,77,18.46,8.18,0.02,2025-07-26,2연주,1475,100,211,C,MISS
1공장,CH80370,C13,RJ1,74,18.32,8.1,0.02,2025-08-25,2연주,1487,100,111,C,MISS
1공장,CH80371,C13,RJ1,77,18.58,8.14,0.05,2025-08-25,2연주,1489,99.3,111,C,MISS
1공장,CH80371,C13,RJ1,77,18.58,8.14,0.05,2025-08-25,2연주,1489,99.3,311,C,MISS
1공장,CH80371,C13,RJ1,77,18.58,8.14,0.05,2025-08-25,2연주,1489,99.3,611,M,MISS
1공장,CH80376,C13,RZ1,77,18.3,8.31,0.03,2025-07-26,2연주,1480,98.1,511,M,MISS
1공장,CH80377,C13,RJ1,74,18.35,8.33,0.04,2025-07-26,2연주,1482,99.6,511,M,MISS
1공장,CH80377,C13,RZ1,74,18.35,8.33,0.04,2025-07-26,2연주,1482,99.6,411,C,MISS
1공장,CH80377,C13,RZ1,74,18.35,8.33,0.04,2025-08-25,2연주,1482,99.6,311,C,MISS
1공장,CH80378,C13,RZ1,81,18.44,8.12,0.03,2025-08-25,2연주,1486,100,211,C,MISS
1공장,CH80378,C13,RZ1,81,18.44,8.12,0.03,2025-08-25,4연주,1486,100,411,C,MISS
1공장,CH80379,C13,RZ1,71,18.34,8.31,0.02,2025-07-26,2연주,1494,100,411,C,HSHS
1공장,CH80380,C13,RZ1,71,18.34,8.31,0.02,2025-07-26,2연주,1494,100,111,C,HSHS
1공장,CH80383,C13,Other,73,18.3,8.25,0.03,2025-07-26,2연주,1485,83.9,311,C,MISS
1공장,CH80383,C13,Other,73,18.3,8.25,0.03,2025-07-26,2연주,1485,83.9,411,C,MISS
1공장,CH80383,C13,Other,73,18.3,8.25,0.03,2025-07-26,2연주,1485,83.9,511,C,MISS
1공장,CH80383,C13,Other,73,18.3,8.25,0.03,2025-07-26,2연주,1485,83.9,611,M,MISS
1공장,CH80383,C13,Other,73,18.3,8.25,0.03,2025-07-26,4연주,1485,83.9,211,C,HSHS
1공장,CH80384,C13,Other,78,18.37,8.21,0.02,2025-07-26,2연주,1494,90,111,C,MISS
1공장,CH80384,C13,Other,78,18.37,8.21,0.02,2025-07-26,2연주,1494,90,211,C,MISS
1공장,CH80384,C13,Other,78,18.37,8.21,0.02,2025-07-26,2연주,1494,90,511,M,MISS
1공장,CH80384,C13,Other,78,18.37,8.21,0.02,2025-07-26,4연주,1494,90,311,C,MISS
1공장,CH80384,C13,Other,78,18.37,8.21,0.02,2025-07-26,4연주,1494,90,411,C,MISS
1공장,CH80385,C13,Other,74,18.17,8.16,0.03,2025-07-26,2연주,1494,96.1,311,C,MISS
1공장,CH80385,C13,Other,74,18.17,8.16,0.03,2025-07-26,2연주,1494,96.1,411,C,MISS
1공장,CH80385,C13,Other,74,18.17,8.16,0.03,2025-07-26,2연주,1494,96.1,511,M,MISS
1공장,CH80385,C13,Other,74,18.17,8.16,0.03,2025-07-26,2연주,1494,96.1,611,C,MISS
1공장,CH80386,C13,Other,72,18.32,8.29,0.02,2025-07-26,2연주,1479,100,111,C,MISS
1공장,CH80386,C13,Other,72,18.32,8.29,0.02,2025-07-26,2연주,1479,100,211,C,MISS
1공장,CH80387,C13,RJ1,72,18.2,8.15,0.04,2025-07-26,2연주,1489,100,311,C,MISS
1공장,CH80388,C13,RJ1,78,18.24,8.16,0.02,2025-07-23,2연주,1483,99.6,111,C,HSHS
1공장,CH80395,C13,RZ1,72,18.34,8.27,0.04,2025-07-27,1연주,1493,95.3,311,C,MISS
1공장,CH80395,C13,RZ1,72,18.34,8.27,0.04,2025-07-27,2연주,1493,95.3,211,C,HSHS
1공장,CH80395,C13,RZ1,72,18.34,8.27,0.04,2025-07-27,2연주,1493,95.3,511,M,MISS
1공장,CH80395,C13,RZ1,76,18.34,8.28,0.03,2025-07-27,2연주,1474,95.3,411,M,MISS
1공장,CH80396,C13,RZ1,71,18.31,8.23,0.04,2025-07-27,2연주,1489,80.3,111,C,MISS
1공장,CH80396,C13,RZ1,71,18.31,8.23,0.04,2025-07-27,2연주,1489,80.3,311,C,MISS
1공장,CH80396,C13,RZ1,71,18.31,8.23,0.04,2025-07-27,2연주,1489,80.3,411,C,MISS
1공장,CH80396,C13,RZ1,71,18.31,8.23,0.04,2025-07-27,2연주,1489,80.3,511,C,MISS
1공장,CH80397,C13,RZ1,71,18.26,8.15,0.02,2025-07-11,2연주,1488,97.7,211,C,MISS
1공장,CH80398,C13,RZ1,71,18.32,8.18,0.03,2025-07-27,2연주,1489,99.6,211,C,MISS
1공장,CH80398,C13,RZ1,71,18.32,8.18,0.03,2025-07-27,2연주,1489,99.6,411,C,MISS
1공장,CH80399,C13,RZ1,71,18.33,8.25,0.05,2025-07-27,2연주,1495,99,211,C,MISS
1공장,CH80399,C13,RZ1,71,18.33,8.25,0.05,2025-07-27,2연주,1495,99,311,C,MISS
1공장,CH80399,C13,RZ1,71,18.33,8.25,0.05,2025-07-27,2연주,1495,99,511,M,MISS
1공장,CH80399,C13,RZ1,77,18.24,8.16,0.03,2025-07-27,2연주,1489,99,411,C,HSHS
1공장,CH80400,C13,RZ1,76,18.34,8.28,0.03,2025-07-27,2연주,1474,96.2,211,M,MISS
1공장,CH80400,C13,RZ1,76,18.34,8.28,0.03,2025-07-27,2연주,1474,96.2,311,M,MISS
1공장,CH80400,C13,RZ1,76,18.34,8.28,0.03,2025-07-27,2연주,1474,96.2,411,M,MISS
1공장,CH80400,C13,RZ1,76,18.34,8.28,0.03,2025-07-27,2연주,1474,96.2,511,M,MISS
1공장,CH80400,C13,RZ1,77,18.24,8.16,0.03,2025-07-27,4연주,1489,96.2,111,C,HSHS
1공장,CH80401,C13,RJ1,69,18.42,8.26,0.04,2025-07-27,2연주,1480,93.3,411,C,MISS
1공장,CH80401,C13,RZ1,69,18.42,8.26,0.04,2025-07-27,2연주,1480,93.3,311,C,MISS
1공장,CH80416,C13,RZ1,73,18.26,8.24,0.04,2025-06-27,1연주,1484,93.4,511,M,MISS
1공장,CH80416,C13,RZ1,73,18.26,8.24,0.04,2025-06-27,2연주,1484,93.4,211,C,HSHS
1공장,CH80416,C13,RZ1,73,18.26,8.24,0.04,2025-06-27,2연주,1484,93.4,411,C,MISS
1공장,CH80417,C13,Other,77,18.52,8.24,0.04,2025-07-28,2연주,1494,89,411,C,MISS
1공장,CH80417,C13,Other,77,18.52,8.24,0.04,2025-07-28,2연주,1494,89,511,M,MISS
1공장,CH80418,C13,Other,75,18.26,8.16,0.04,2025-07-28,2연주,1487,98.5,111,C,MISS
1공장,CH80418,C13,Other,75,18.26,8.16,0.04,2025-07-28,2연주,1487,98.5,511,M,MISS
1공장,CH80419,C13,Other,71,18.17,8.16,0.03,2025-07-28,1연주,1487,99.6,211,C,MISS
1공장,CH80419,C13,Other,71,18.17,8.16,0.03,2025-07-28,2연주,1487,99.6,411,C,MISS
1공장,CH80419,C13,Other,71,18.17,8.16,0.03,2025-07-28,2연주,1487,99.6,511,M,MISS
1공장,CH80419,C13,RZ1,71,18.17,8.16,0.03,2025-07-28,2연주,1487,99.6,111,C,MISS
1공장,CH80420,C13,RZ1,73,18.21,8.17,0.02,2025-07-28,2연주,1489,99.6,211,C,MISS
1공장,CH80422,C13,Other,72,18.22,8.14,0.04,2025-07-29,2연주,1485,96.4,411,C,MISS
1공장,CH80423,C13,RZ1,73,18.49,8.17,0.05,2025-07-29,2연주,1491,95.2,211,C,HSHS
1공장,CH80423,C13,RZ1,87,18.41,8.26,0.02,2025-07-29,2연주,1486,95.2,411,C,HSHS
1공장,CH80424,C13,RJ1,72,18.37,8.23,0.04,2025-07-29,2연주,1493,98.7,111,C,MISS
1공장,CH80424,C13,RJ1,72,18.37,8.23,0.04,2025-07-29,2연주,1493,98.7,611,M,MISS
1공장,CH80424,C13,RZ1,87,18.41,8.26,0.02,2025-07-29,2연주,1486,98.7,511,C,HSHS
1공장,CH80425,C13,RZ1,72,18.36,8.26,0.02,2025-07-25,2연주,1487,97.7,211,C,HSHS
1공장,CH80425,C13,RZ1,72,18.36,8.26,0.02,2025-07-25,2연주,1487,97.7,311,C,HSHS
1공장,CH80425,C13,RZ1,72,18.36,8.26,0.02,2025-07-25,2연주,1487,97.7,411,C,HSHS
1공장,CH80425,C13,RZ1,72,18.36,8.26,0.02,2025-07-25,2연주,1487,97.7,511,C,HSHS
1공장,CH80425,C13,RZ1,72,18.36,8.26,0.02,2025-07-25,2연주,1487,97.7,611,C,HSHS
1공장,CH80426,C13,RJ1,77,18.45,8.23,0.04,2025-07-29,2연주,1485,100,311,C,MISS
1공장,CH80426,C13,RJ1,77,18.45,8.23,0.04,2025-07-29,2연주,1485,100,511,C,MISS
1공장,CH80426,C13,RJ1,77,18.45,8.23,0.04,2025-07-29,2연주,1485,100,611,M,MISS
1공장,CH80426,C13,RZ1,77,18.45,8.23,0.04,2025-07-29,2연주,1485,100,411,C,MISS
1공장,CH80427,C13,RJ1,75,18.27,8.11,0.03,2025-07-29,2연주,1493,100,111,C,MISS
1공장,CH80427,C13,RJ1,75,18.27,8.11,0.03,2025-07-29,2연주,1493,100,211,C,MISS
1공장,CH80427,C13,RJ1,75,18.27,8.11,0.03,2025-07-29,2연주,1493,100,611,M,MISS
1공장,CH80427,C13,RZ1,75,18.27,8.11,0.03,2025-07-29,2연주,1493,100,311,C,MISS
1공장,CH80427,C13,RZ1,75,18.27,8.11,0.03,2025-07-29,2연주,1493,100,411,C,MISS
1공장,CH80427,C13,RZ1,75,18.27,8.11,0.03,2025-07-29,2연주,1493,100,511,C,MISS
1공장,CH80428,C13,RJ1,72,18.29,8.22,0.03,2025-07-29,2연주,1497,99.6,111,C,MISS
1공장,CH80428,C13,RJ1,72,18.29,8.22,0.03,2025-07-29,2연주,1497,99.6,211,C,MISS
1공장,CH80428,C13,RZ1,72,18.29,8.22,0.03,2025-07-29,2연주,1497,99.6,311,C,MISS
1공장,CH80428,C13,RZ1,72,18.29,8.22,0.03,2025-07-29,2연주,1497,99.6,411,C,MISS
1공장,CH80428,C13,RZ1,72,18.29,8.22,0.03,2025-07-29,2연주,1497,99.6,511,C,MISS
1공장,CH80428,C13,RZ1,72,18.29,8.22,0.03,2025-07-29,2연주,1497,99.6,611,M,MISS
1공장,CH80429,C13,RZ1,65,18.29,8.28,0.03,2025-07-29,2연주,1481,95.5,111,C,MISS
1공장,CH80429,C13,RZ1,65,18.29,8.28,0.03,2025-07-29,2연주,1481,95.5,211,C,MISS
1공장,CH80429,C13,RZ1,65,18.29,8.28,0.03,2025-07-29,2연주,1481,95.5,311,C,MISS
1공장,CH80429,C13,RZ1,65,18.29,8.28,0.03,2025-07-29,2연주,1481,95.5,411,C,MISS
1공장,CH80430,C13,RZ1,64,18.15,8.23,0.02,2025-07-29,2연주,1486,94.2,211,C,HSHS
1공장,CH80430,C13,RZ1,64,18.15,8.23,0.02,2025-07-29,2연주,1486,94.2,311,C,MISS
1공장,CH80430,C13,RZ1,64,18.15,8.23,0.02,2025-07-29,2연주,1486,94.2,411,C,MISS
1공장,CH80430,C13,RZ1,64,18.15,8.23,0.02,2025-07-29,2연주,1486,94.2,511,M,MISS
1공장,CH80431,C13,RJ1,68,18.15,8.21,0.04,2025-07-29,2연주,1488,89,211,C,MISS
1공장,CH80431,C13,RZ1,68,18.15,8.21,0.04,2025-07-29,2연주,1488,89,111,C,MISS
1공장,CH80431,C13,RZ1,68,18.15,8.21,0.04,2025-07-29,2연주,1488,89,311,C,MISS
1공장,CH80431,C13,RZ1,68,18.15,8.21,0.04,2025-07-29,2연주,1488,89,411,C,MISS
1공장,CH80431,C13,RZ1,68,18.15,8.21,0.04,2025-07-29,2연주,1488,89,511,M,MISS
1공장,CH80432,C13,RZ1,71,18.26,8.15,0.02,2025-07-11,2연주,1488,98,311,C,MISS
1공장,CH80433,C13,RJ1,72,18.22,8.25,0.02,2025-07-29,2연주,1497,97.2,111,C,MISS
1공장,CH80433,C13,RJ1,72,18.22,8.25,0.02,2025-07-29,2연주,1497,97.2,211,C,MISS
1공장,CH80433,C13,RZ1,72,18.22,8.25,0.02,2025-07-29,2연주,1497,97.2,311,C,MISS
1공장,CH80433,C13,RZ1,72,18.22,8.25,0.02,2025-07-29,2연주,1497,97.2,511,M,MISS
1공장,CH80433,C13,RZ1,72,18.22,8.25,0.02,2025-07-29,2연주,1497,97.2,611,C,MISS
1공장,CH80434,C13,RZ1,75,18.29,8.16,0.03,2025-07-29,2연주,1486,99.6,111,C,MISS
1공장,CH80434,C13,RZ1,75,18.29,8.16,0.03,2025-07-29,2연주,1486,99.6,211,C,MISS
1공장,CH80434,C13,RZ1,75,18.29,8.16,0.03,2025-07-29,2연주,1486,99.6,411,C,MISS
1공장,CH80434,C13,RZ1,75,18.29,8.16,0.03,2025-07-29,2연주,1486,99.6,511,C,MISS
1공장,CH80435,C13,RZ1,76,18.26,8.12,0.03,2025-07-29,2연주,1493,99.2,111,C,MISS
1공장,CH80435,C13,RZ1,76,18.26,8.12,0.03,2025-07-29,2연주,1493,99.2,211,C,MISS
1공장,CH80435,C13,RZ1,76,18.26,8.12,0.03,2025-07-29,2연주,1493,99.2,311,M,MISS
1공장,CH80435,C13,RZ1,76,18.26,8.12,0.03,2025-07-29,2연주,1493,99.2,411,C,MISS
1공장,CH80437,C13,RJ1,76,18.49,8.28,0.02,2025-07-30,2연주,1485,94.2,511,C,MISS
1공장,CH80437,C13,RZ1,76,18.49,8.28,0.02,2025-07-30,2연주,1485,94.2,211,C,HSHS
1공장,CH80437,C13,RZ1,76,18.49,8.28,0.02,2025-07-30,2연주,1485,94.2,311,C,HSHS
1공장,CH80437,C13,RZ1,76,18.49,8.28,0.02,2025-07-30,2연주,1485,94.2,411,C,HSHS
1공장,CH80437,C13,RZ6,76,18.49,8.28,0.02,2025-07-30,2연주,1485,94.2,611,C,MISS
1공장,CH80438,C13,RJ1,71,18.4,8.24,0.03,2025-07-29,2연주,1487,93.3,211,C,MISS
1공장,CH80438,C13,RZ1,71,18.4,8.24,0.03,2025-07-29,2연주,1487,93.3,311,C,MISS
1공장,CH80438,C13,RZ1,71,18.4,8.24,0.03,2025-07-29,2연주,1487,93.3,411,C,MISS
1공장,CH80438,C13,RZ1,71,18.4,8.24,0.03,2025-07-29,2연주,1487,93.3,511,C,MISS
1공장,CH80438,C13,RZ6,71,18.4,8.24,0.03,2025-07-29,2연주,1487,93.3,111,M,MISS
1공장,CH80439,C13,RZ1,78,18.24,8.16,0.02,2025-07-23,2연주,1483,96.6,511,C,HSHS
1공장,CH80440,C13,RJ1,72,18.35,8.24,0.05,2025-07-29,2연주,1485,96,211,C,MISS
1공장,CH80440,C13,RJ1,72,18.35,8.24,0.05,2025-07-29,2연주,1485,96,511,C,MISS
1공장,CH80440,C13,RJ1,87,18.41,8.26,0.02,2025-07-29,2연주,1486,96,311,C,HSHS
1공장,CH80441,C13,RJ1,74,18.5,8.27,0.06,2025-07-30,2연주,1491,99.2,211,C,MISS
1공장,CH80441,C13,RJ1,74,18.5,8.27,0.06,2025-07-30,2연주,,0,211,C,
1공장,CH80441,C13,RJ1,74,18.5,8.27,0.06,2025-07-30,2연주,1491,,311,C,
1공장,CH80441,C13,RJ1,74,18.5,8.27,0.06,2025-07-30,2연주,1491,120,411,C,
1공장,CH80442,C13,RJ1,70,18.38,8.25,0.03,2025-07-29,2연주,1487,97.5,111,C,MISS
1공장,CH80442,C13,RJ1,70,18.38,8.25,0.03,2025-07-29,2연주,1487,97.5,411,C,MISS
1공장,CH80442,C13,RJ1,70,18.38,8.25,0.03,2025-07-29,2연주,1487,97.5,611,C,MISS
1공장,CH80442,C13,RJ1,87,18.41,8.26,0.02,2025-07-29,2연주,1486,97.5,211,C,HSHS
1공장,CH80442,C13,RJ1,87,18.41,8.26,0.02,2025-07-29,2연주,1486,97.5,311,C,HSHS
